"gene_id","gene_name","lfc_db_wt","padj_db_wt","lfc_trt_db","padj_trt_db","lfc_trt_wt","padj_trt_wt","rescue_score"
"ENSMUSG00000003555","Cyp17a1",0.77175284870604,0.999943778471136,-3.83006528003515,1,-3.05831243132911,0.999938254913919,4.96281327170587
"ENSMUSG00000045515","Pou3f3",1.07960013157499,0.999943778471136,-5.32634638418279,1,-4.2467462526078,0.719601923646168,4.93362887647334
"ENSMUSG00000054934","Kcnmb4",0.515739603185256,0.999943778471136,-2.52672705561124,1,-2.01098745242598,0.999938254913919,4.89923023170208
"ENSMUSG00000021335","Slc17a1",0.816807493530141,0.999943778471136,-3.81860433552639,1,-3.00179684199625,0.999938254913919,4.67503587537236
"ENSMUSG00000035121","Neil2",-0.630656436350956,0.999943778471136,2.92187691156438,1,2.29122047521342,0.999938254913919,4.63307237213127
"ENSMUSG00000030757","Zkscan2",-0.566286627026683,0.999943778471136,2.55638710726983,1,1.99010048024315,0.999938254913919,4.51429891730319
"ENSMUSG00000095742","CAAA01147332.1",0.794398026076391,0.999943778471136,-3.56814429159103,1,-2.77374626551464,0.999938254913919,4.49163287730515
"ENSMUSG00000069805","Fbp1",0.726123141412918,0.999943778471136,-3.24903023619456,1,-2.52290709478165,0.999938254913919,4.47448931302819
"ENSMUSG00000047842","Diras2",0.524675758288777,0.999943778471136,-2.33386863614292,1,-1.80919287785414,0.883282261197839,4.44821129864052
"ENSMUSG00000058589","Anks1b",0.523054732221027,0.999943778471136,-2.26598193185854,1,-1.74292719963751,0.999938254913919,4.33220806976851
"ENSMUSG00000059632","Krtap8-1",1.94481053919758,NA,-8.36222265423483,NA,-6.41741211503725,NA,4.29976210314299
"ENSMUSG00000091387","Gcnt4",1.12283668155969,0.999943778471136,-4.78493337387484,1,-3.66209669231514,0.999938254913919,4.26146870017487
"ENSMUSG00000036913","Trim67",0.967299577390135,0.999943778471136,-4.01338030902273,1,-3.04608073163259,0.999938254913919,4.1490562002014
"ENSMUSG00000115483","Gm9732",0.676779242463009,NA,-2.49218626713115,NA,-1.81540702466814,NA,3.68242125461962
"ENSMUSG00000030237","Slco1a4",0.709676766745429,0.999943778471136,-2.59577385360397,1,-1.88609708685854,0.999938254913919,3.65768470272483
"ENSMUSG00000094634","Gm3468",-0.591038589119795,0.999943778471136,2.1410311579961,1,1.54999256887631,0.999938254913919,3.62248962658197
"ENSMUSG00000028715","Cyp4a14",0.780921683449215,0.999943778471136,-2.78021644413859,1,-1.99929476068937,0.999938254913919,3.56017319414002
"ENSMUSG00000053046","Brsk2",-0.535921093708352,0.999943778471136,1.88095990844417,1,1.34503881473581,0.999938254913919,3.50977024514692
"ENSMUSG00000067541","A630073D07Rik",0.879206120733851,0.999943778471136,-2.99871901284078,1,-2.11951289210693,0.999938254913919,3.41071216649155
"ENSMUSG00000050035","Fhl4",0.645996265608857,0.999943778471136,-2.2022834634917,1,-1.55628719788284,0.999938254913919,3.4091272360778
"ENSMUSG00000061531","Tmem236",1.04077517646209,0.999943778471136,-3.40719689727906,1,-2.36642172081697,0.999938254913919,3.27371076322281
"ENSMUSG00000045349","Sh2d5",-0.662867831928257,0.999943778471136,2.12186318615068,1,1.45899535422242,0.999938254913919,3.20103508414077
"ENSMUSG00000049133","Flg2",2.59063397488191,NA,-8.03821871308765,NA,-5.44758473820574,NA,3.10279985170582
"ENSMUSG00000024039","Cbs",0.628775188267394,0.999943778471136,-1.9398957757901,1,-1.31112058752271,0.999938254913919,3.08519771770183
"ENSMUSG00000031344","Gabrq",0.66394975931051,0.999943778471136,-2.04548636038725,1,-1.38153660107674,0.999938254913919,3.08078485111798
"ENSMUSG00000006204","5430419D17Rik",0.591357318376707,0.999943778471136,-1.8067894193498,1,-1.2154321009731,0.999938254913919,3.05532604941711
"ENSMUSG00000030205","Gprc5d",1.62963539591929,0.999943778471136,-4.88764281672711,1,-3.25800742080782,0.999938254913919,2.9992247523379
"ENSMUSG00000043753","Dmrta1",1.27860461622155,0.999943778471136,-3.82727104240437,1,-2.54866642618282,0.999938254913919,2.99331864897725
"ENSMUSG00000034755","Pcdh11x",0.552182407538848,0.999943778471136,-1.643233851521,1,-1.09105144398215,0.999938254913919,2.97588954136572
"ENSMUSG00000056296","Synpr",0.630826178928668,0.999943778471136,-1.85139486128352,1,-1.22056868235485,0.999938254913919,2.93487322359979
"ENSMUSG00000041052","Slc7a13",0.56509553946944,0.999943778471136,-1.65645011053655,1,-1.09135457106711,0.999938254913919,2.93127443917141
"ENSMUSG00000025202","Scd3",0.580622034810407,0.999943778471136,-1.70024487359263,1,-1.11962283878222,0.999938254913919,2.9283161362414
"ENSMUSG00000022763","Aifm3",0.757700071798117,0.999943778471136,-2.21462232827199,1,-1.45692225647388,0.999938254913919,2.92282185352895
"ENSMUSG00000005824","Tnfsf14",-0.834253180059304,0.999943778471136,2.42747009522644,1,1.59321691516714,0.999938254913919,2.90975228293871
"ENSMUSG00000019761","Krt10",0.621732402479576,0.999943778471136,-1.79963988233631,1,-1.17790747985674,0.999938254913919,2.89455700741836
"ENSMUSG00000078763","Slfn1",-0.71709440062778,0.999943778471136,2.05094485447003,1,1.33385045384225,0.999938254913919,2.86007651527404
"ENSMUSG00000066072","Cyp4a10",1.02814815193106,0.999943778471136,-2.89868884657846,1,-1.8705406946474,0.999938254913919,2.81932991965619
"ENSMUSG00000024742","Fen1",-0.947624017404109,0.999943778471136,2.66008278463627,1,1.71245876723217,0.999938254913919,2.80710781468289
"ENSMUSG00000035775","Krt20",0.725222045538051,0.999943778471136,-1.96533462970426,1,-1.24011258416621,0.999938254913919,2.70997640211855
"ENSMUSG00000035831","Krt25",3.50500255369462,NA,-9.49637635007576,NA,-5.99137379638114,NA,2.70937786908761
"ENSMUSG00000026068","Il18rap",-0.757660878607323,0.999943778471136,2.01942151010481,1,1.26176063149749,0.999938254913919,2.66533691671763
"ENSMUSG00000062778","Chia1",1.38813316492317,NA,-3.60833366241993,NA,-2.22020049749676,NA,2.59941463369593
"ENSMUSG00000006269","Atp6v1b1",0.771452876662259,0.999943778471136,-2.00428874911967,1,-1.23283587245741,0.999938254913919,2.59807022535369
"ENSMUSG00000043463","Rab9b",0.666790671724009,0.999943778471136,-1.71470408770953,1,-1.04791341598552,0.999938254913919,2.57157779858573
"ENSMUSG00000058794","Nfe2",-1.31143316647654,NA,3.35975517973414,NA,2.04832201325761,NA,2.5618958446513
"ENSMUSG00000039492","Ccdc27",-0.900725639879049,0.999943778471136,2.30269274071525,1,1.4019671008362,0.999938254913919,2.55648628035554
"ENSMUSG00000011118","Panx3",3.36514465849626,NA,-8.49492776160821,NA,-5.12978310311195,NA,2.52438709883106
"ENSMUSG00000067158","Col4a4",0.546987712549606,0.999943778471136,-1.36023833147447,1,-0.813250618924863,0.999938254913919,2.48678041620745
"ENSMUSG00000070737","Tmem35b",0.538468501559805,0.999943778471136,-1.31976196240015,1,-0.781293460840344,0.999938254913919,2.45095480715611
"ENSMUSG00000094845","Tmem95",-0.981238881739948,0.999943778471136,2.39216745173562,1,1.41092856999568,0.999938254913919,2.43790528101963
