"gene_id","gene_name","lfc_db_wt","padj_db_wt","lfc_trt_db","padj_trt_db","lfc_trt_wt","padj_trt_wt","rescue_pct","rescue_type"
"ENSMUSG00000064351","mt-Co1",-0.760058873552964,0.999943778471136,0.533623256864863,1,-0.226435616688101,0.999938254913919,0.702081477412918,"Other"
"ENSMUSG00000064370","mt-Cytb",-0.502772323199646,0.999943778471136,0.412367332777708,1,-0.0904049904219386,0.999938254913919,0.820187018556232,"Other"
"ENSMUSG00000064341","mt-Nd1",-0.267224318448915,0.999943778471136,0.387532807762732,1,0.120308489313817,0.999938254913919,1.45021534721143,"Other"
"ENSMUSG00000064367","mt-Nd5",-0.328380254452638,NA,0.737633335006218,NA,0.40925308055358,NA,2.24627798110378,"Other"
"ENSMUSG00000064363","mt-Nd4",-0.415323802508759,0.999943778471136,0.481758194258303,1,0.0664343917495441,0.999938254913919,1.15995806488395,"Other"
"ENSMUSG00000064345","mt-Nd2",-0.60220019572372,0.999943778471136,0.516722529010859,1,-0.0854776667128611,0.999938254913919,0.858057723461656,"Other"
"ENSMUSG00000066108","Muc5b",-0.135356685259633,0.999943778471136,-0.156820380121162,1,-0.292177065380796,0.999938254913919,-1.15857136882717,"Other"
"ENSMUSG00000024653","Scgb1a1",0.97642939736119,NA,-1.3175200854926,NA,-0.341090688131408,NA,1.34932447656043,"Other"
"ENSMUSG00000024768","Lipf",4.00165909245738,0.225196577502939,-3.38097058272431,1,0.620688509733068,0.999938254913919,0.844892207109049,"Other"
"ENSMUSG00000027485","Bpifb1",3.97616850291245,0.275933678086869,-3.26973408274241,1,0.706434420170043,0.999938254913919,0.822332876573869,"Other"
"ENSMUSG00000037742","Eef1a1",0.0851671322695315,0.999943778471136,-0.0834589968665618,1,0.00170813540296968,0.999938254913919,0.979943725267584,"Other"
"ENSMUSG00000064368","mt-Nd6",-0.494898774718249,0.999943778471136,0.726047260468684,1,0.231148485750434,0.999938254913919,1.46706214999629,"Other"
"ENSMUSG00000021270","Hsp90aa1",-3.58583739910221,1.91908143851922e-08,-0.381796791951572,1,-3.96763419105378,1.42566000242844e-10,-0.106473537268355,"Other"
"ENSMUSG00000031972","Acta1",-0.137587825675874,0.999943778471136,0.250264249589904,1,0.112676423914029,0.999938254913919,1.81894181669438,"Other"
"ENSMUSG00000029580","Actb",-0.347203874091819,0.999943778471136,0.0157522257623445,1,-0.331451648329474,0.999938254913919,0.0453688076020108,"Other"
"ENSMUSG00000090877","Hspa1b",-6.58023844068765,0.000199133031365159,0.14486172991691,1,-6.43537671077074,0.000297576570724463,0.022014662724254,"Other"
"ENSMUSG00000015656","Hspa8",-1.56265200472651,3.50013267195104e-05,0.0212044072412816,1,-1.54144759748523,4.68561384324135e-05,0.0135695005523592,"Other"
"ENSMUSG00000074264","Amy1",2.74581730609016,NA,-3.34577121152627,NA,-0.599953905436102,NA,1.21849738659066,"Other"
"ENSMUSG00000027556","Car1",-19.5278488536244,0.00164263902588712,22.6343377123581,0.000485328544839274,3.1064888587337,0.999938254913919,1.15907993153875,"Complete Rescue"
"ENSMUSG00000059668","Krt4",-0.0395203074565612,0.999943778471136,0.158969140475291,1,0.11944883301873,0.999938254913919,4.02246719993315,"Other"
"ENSMUSG00000034994","Eef2",0.241645469573251,0.999943778471136,-0.126887003522635,1,0.114758466050615,0.999938254913919,0.525095727003362,"Other"
"ENSMUSG00000023944","Hsp90ab1",-0.919071549708142,0.0111979554784426,-0.206717195939966,1,-1.12578874564811,0.00025191474436581,-0.224919589781242,"Other"
"ENSMUSG00000044041","Krt13",0.114034879402477,0.999943778471136,0.204067106440819,1,0.318101985843296,0.999938254913919,-1.78951481783552,"Other"
"ENSMUSG00000057003","Myh4",-0.00294911078918133,0.999943778471136,0.0425382199229601,1,0.0395891091337788,0.999938254913919,14.4240833810006,"Other"
"ENSMUSG00000024661","Fth1",0.442137228359367,0.999943778471136,0.0211965022789065,1,0.463333730638273,0.999938254913919,-0.0479410031983963,"Other"
"ENSMUSG00000060126","Tpt1",-0.00111035999208961,0.999943778471136,-0.0799897815839383,1,-0.0811001415760279,0.999938254913919,-72.0395026422051,"Other"
"ENSMUSG00000026879","Gsn",0.339619910765723,0.999943778471136,-0.512948601969185,1,-0.173328691203462,0.999938254913919,1.51036080544473,"Other"
"ENSMUSG00000069516","Lyz2",0.114072718896069,0.999943778471136,-0.108041253645806,1,0.00603146525026261,0.999938254913919,0.947126137531987,"Other"
"ENSMUSG00000030730","Atp2a1",-0.39306772351051,0.999943778471136,0.0810510389274652,1,-0.312016684583045,0.999938254913919,0.206201206763033,"Other"
"ENSMUSG00000026417","Pigr",-0.618480013900314,0.999943778471136,-0.723067408113635,1,-1.34154742201395,0.999938254913919,-1.16910391906403,"Other"
"ENSMUSG00000042459","Bpifa2",0.0410705856679848,0.999943778471136,-3.18666424886672,1,-3.14559366319873,0.999938254913919,77.5899392968914,"Other"
"ENSMUSG00000047517","Dmbt1",1.15752341252812,0.999943778471136,-1.78430920518859,1,-0.626785792660472,0.999938254913919,1.54148865230425,"Other"
"ENSMUSG00000049775","Tmsb4x",0.143713435990904,0.999943778471136,-0.19850890004763,1,-0.0547954640567259,0.999938254913919,1.38128281937532,"Other"
"ENSMUSG00000091971","Hspa1a",-7.08766520131999,0.000280903870865517,-0.0944185649220541,1,-7.18208376624205,0.000199084878335064,-0.0133215328659246,"Other"
"ENSMUSG00000069833","Ahnak",0.432428444757046,0.999943778471136,0.147965079160536,1,0.580393523917582,0.999938254913919,-0.342172400901306,"Other"
"ENSMUSG00000024140","Epas1",-0.0393479154042083,0.999943778471136,0.307550099578503,1,0.268202184174294,0.999938254913919,7.81617263377592,"Other"
"ENSMUSG00000069919","Hba-a1",-0.866278770749744,0.999943778471136,0.564175827255952,1,-0.302102943493793,0.999938254913919,0.651263595860338,"Other"
"ENSMUSG00000033161","Atp1a1",-0.280789900007729,0.999943778471136,-0.125598054739013,1,-0.406387954746742,0.999938254913919,-0.447302608589397,"Other"
"ENSMUSG00000020315","Sptbn1",0.0111409998075016,0.999943778471136,0.0643434034867171,1,0.0754844032942186,0.999938254913919,-5.7753706667684,"Other"
"ENSMUSG00000052305","Hbb-bs",-1.11825689720411,0.999943778471136,0.592635499139858,1,-0.525621398064254,0.999938254913919,0.529963643078418,"Other"
"ENSMUSG00000015519","2310057J18Rik",2.42302378930304,NA,-3.05048985479878,NA,-0.627466065495738,NA,1.25895992778355,"Other"
"ENSMUSG00000069515","Lyz1",1.48818032779841,0.999943778471136,-0.753473364253172,1,0.734706963545242,0.999938254913919,0.506305150107614,"Other"
"ENSMUSG00000027481","Bpifb2",-0.267856202260327,0.999943778471136,-0.61413361546493,1,-0.881989817725258,0.999938254913919,-2.29277354895094,"Other"
"ENSMUSG00000024028","Tff2",0.124840942856405,0.999943778471136,-1.17940456116316,1,-1.05456361830675,0.999938254913919,9.44725771992718,"Other"
"ENSMUSG00000025428","Atp5a1",-0.01868242750087,0.999943778471136,0.287796773405051,1,0.269114345904181,0.999938254913919,15.4046776518549,"Other"
"ENSMUSG00000005610","Eif4g2",-0.321185493912929,0.999943778471136,0.264436474576047,1,-0.0567490193368826,0.999938254913919,0.823313878078609,"Other"
"ENSMUSG00000025393","Atp5b",-0.0247005572346793,0.999943778471136,0.233955498061887,1,0.209254940827208,0.999938254913919,9.47166883075076,"Other"
"ENSMUSG00000030695","Aldoa",-0.360760202340493,0.999943778471136,-0.0496676853387164,1,-0.410427887679209,0.999938254913919,-0.137675067860836,"Other"
"ENSMUSG00000017707","Serinc3",0.436558097353598,0.999943778471136,0.086388367487304,1,0.522946464840902,0.999938254913919,-0.197885156662968,"Other"
"ENSMUSG00000029657","Hsph1",-4.664182815129,8.90422371232315e-16,-0.428017091265009,1,-5.09219990639401,3.01330627723731e-19,-0.0917667913608937,"Other"
"ENSMUSG00000067274","Rplp0",-0.0731705049185116,0.999943778471136,-0.0692158069856415,1,-0.142386311904153,0.999938254913919,-0.945952294066108,"Other"
"ENSMUSG00000049382","Krt8",-0.621749014860562,0.999943778471136,-0.764888231128576,1,-1.38663724598914,0.999938254913919,-1.2302202542293,"Other"
"ENSMUSG00000001175","Calm1",-0.395529445922265,0.999943778471136,-0.0640719675834266,1,-0.459601413505692,0.999938254913919,-0.161990385909268,"Other"
"ENSMUSG00000026701","Prdx6",-0.162612908486824,0.999943778471136,0.115528094538116,1,-0.0470848139487078,0.999938254913919,0.710448485382554,"Other"
"ENSMUSG00000037071","Scd1",1.56648392986847,0.999943778471136,-1.8040909270908,1,-0.23760699722233,0.999938254913919,1.15168173301483,"Other"
"ENSMUSG00000056328","Myh1",0.497463464291219,0.999943778471136,-0.0662082659156691,1,0.43125519837555,0.999938254913919,0.133091715609712,"Other"
"ENSMUSG00000064373","Selenop",0.0976517757889312,0.999943778471136,-0.234749329151058,1,-0.137097553362127,0.999938254913919,2.40394326938258,"Other"
"ENSMUSG00000015932","Dstn",-0.340540567750018,0.999943778471136,0.0752244190821272,1,-0.265316148667891,0.999938254913919,0.220897086004001,"Other"
"ENSMUSG00000039062","Anpep",0.38240233627056,0.999943778471136,-0.373895228235331,1,0.00850710803522824,0.999938254913919,0.977753514483735,"Other"
"ENSMUSG00000025130","P4hb",0.18271451702556,0.999943778471136,-0.47173163458831,1,-0.28901711756275,0.999938254913919,2.58179613895879,"Other"
"ENSMUSG00000022108","Itm2b",0.154816339729631,0.999943778471136,-0.23776241794448,1,-0.0829460782148495,0.999938254913919,1.53577082599747,"Other"
"ENSMUSG00000007892","Rplp1",0.399296346640282,0.999943778471136,-0.163257829689194,1,0.236038516951089,0.999938254913919,0.408863820224906,"Other"
"ENSMUSG00000011034","Slc5a1",-0.201792554147028,0.999943778471136,0.149297318545509,1,-0.0524952356015184,0.999938254913919,0.739855438059075,"Other"
"ENSMUSG00000060802","B2m",-0.778007716455251,0.999943778471136,-0.216326082790412,1,-0.994333799245663,0.999938254913919,-0.278051333187329,"Other"
"ENSMUSG00000063229","Ldha",-0.44350697494331,0.999943778471136,0.177434839743357,1,-0.266072135199952,0.999938254913919,0.400072264401337,"Other"
"ENSMUSG00000032399","Rpl4",0.165344642050718,0.999943778471136,-0.067976478041174,1,0.097368164009544,0.999938254913919,0.411119932270456,"Other"
"ENSMUSG00000028081","Rps3a1",0.227815145787142,0.999943778471136,-0.034510223800928,1,0.193304921986214,0.999938254913919,0.151483448045954,"Other"
"ENSMUSG00000023010","Tmbim6",0.0187205506227305,0.999943778471136,-0.481317104819239,1,-0.462596554196508,0.999938254913919,25.7106275621414,"Other"
"ENSMUSG00000062825","Actg1",-0.593027885300957,0.999943778471136,0.0733892224505035,1,-0.519638662850453,0.999938254913919,0.123753409020992,"Other"
"ENSMUSG00000055322","Tns1",0.710625157766461,0.999943778471136,-0.051001496076441,1,0.65962366169002,0.999938254913919,0.0717698993893516,"Other"
"ENSMUSG00000030399","Ckm",-0.12889682132796,0.999943778471136,0.115226465424016,1,-0.0136703559039432,0.999938254913919,0.893943421078153,"Other"
"ENSMUSG00000013643","Lypd8",-3.09602563756282,0.999943778471136,-0.0300711170733456,1,-3.12609675463617,0.999938254913919,-0.00971281268104016,"Other"
"ENSMUSG00000074272","Ceacam1",-0.717596851020317,0.999943778471136,-0.112624107664162,1,-0.830220958684478,0.999938254913919,-0.156946212213762,"Other"
"ENSMUSG00000043716","Rpl7",0.274250955269229,0.999943778471136,-0.175794039035208,1,0.0984569162340212,0.999938254913919,0.640996998032816,"Other"
"ENSMUSG00000002944","Cd36",0.455620904263985,0.999943778471136,0.442000714944864,1,0.897621619208849,0.999938254913919,-0.970106311647129,"Other"
"ENSMUSG00000022283","Pabpc1",0.147697104799658,0.999943778471136,-0.10038474224307,1,0.0473123625565887,0.999938254913919,0.679666283094958,"Other"
"ENSMUSG00000025150","Cbr2",-1.28634935762387,0.999943778471136,0.160320207361644,1,-1.12602915026223,0.999938254913919,0.124631933316922,"Other"
"ENSMUSG00000030954","Gp2",-1.87813467140896,0.768713942801621,-0.572229548236607,1,-2.45036421964557,0.264424552320485,-0.304679721293535,"Other"
"ENSMUSG00000018339","Gpx3",-0.343006676975729,0.999943778471136,-0.760155323518167,1,-1.1031620004939,0.787566667687898,-2.21615313795176,"Other"
"ENSMUSG00000024608","Rps14",9.63149365171336e-05,0.999943778471136,-0.0453947927095424,1,-0.0452984777730253,0.999938254913919,471.316229352101,"Other"
"ENSMUSG00000022892","App",-0.000570885009142563,0.999943778471136,-0.330875728179008,1,-0.331446613188151,0.999938254913919,-579.583844171989,"Other"
"ENSMUSG00000073411","H2-D1",-1.13792185321403,0.781826964900468,-0.189156294867626,1,-1.32707814808166,0.490886338771391,-0.166229600330953,"Other"
"ENSMUSG00000053279","Aldh1a1",0.0874690702640501,0.999943778471136,0.216808249056082,1,0.304277319320132,0.999938254913919,-2.47868473280424,"Other"
"ENSMUSG00000007655","Cav1",0.42884278617019,0.999943778471136,-0.152825897556614,1,0.276016888613576,0.999938254913919,0.356368120171581,"Other"
"ENSMUSG00000026208","Des",0.323926017240176,0.999943778471136,0.0487432808667174,1,0.372669298106894,0.999938254913919,-0.150476584999273,"Other"
"ENSMUSG00000056492","Adgrf5",0.0675533869813943,0.999943778471136,0.138079841022758,1,0.205633228004152,0.999938254913919,-2.04401062911602,"Other"
"ENSMUSG00000022505","Emp2",0.0292218241397172,0.999943778471136,0.0629561997884352,1,0.0921780239281525,0.999938254913919,-2.15442401841258,"Other"
"ENSMUSG00000038393","Txnip",-0.0476130494308997,0.999943778471136,0.246095491312359,1,0.19848244188146,0.999938254913919,5.1686563716007,"Other"
"ENSMUSG00000018593","Sparc",0.00463578298738536,0.999943778471136,-0.628950314649396,1,-0.624314531662011,0.999938254913919,135.672941628385,"Other"
"ENSMUSG00000023092","Fhl1",0.210549836901967,0.999943778471136,0.445984616168459,1,0.656534453070426,0.999938254913919,-2.11819027138982,"Other"
"ENSMUSG00000053964","Lgals4",0.200580139659616,0.999943778471136,-0.276886277272736,1,-0.0763061376131207,0.999938254913919,1.38042718358164,"Other"
"ENSMUSG00000020372","Rack1",0.0672026368960964,0.999943778471136,-0.0154820175502294,1,0.051720619345867,0.999938254913919,0.230378125997742,"Other"
"ENSMUSG00000015568","Lpl",-0.79418916446153,0.999943778471136,0.286233908115931,1,-0.507955256345599,0.999938254913919,0.360410240940521,"Other"
"ENSMUSG00000032294","Pkm",-0.244610952790555,0.999943778471136,0.10529810727491,1,-0.139312845515646,0.999938254913919,0.430471759639766,"Other"
"ENSMUSG00000032366","Tpm1",0.0183410030638661,0.999943778471136,0.129882433203668,1,0.148223436267534,0.999938254913919,-7.08153380441615,"Other"
"ENSMUSG00000028307","Aldob",-0.0453104118962228,0.999943778471136,-1.80047228000305,1,-1.84578269189927,0.999938254913919,-39.7363918060772,"Other"
"ENSMUSG00000026728","Vim",0.267040317387157,0.999943778471136,-0.0952999147007334,1,0.171740402686424,0.999938254913919,0.35687463089166,"Other"
