"gene_id","gene_name","lfc_db_wt","padj_db_wt","lfc_trt_db","padj_trt_db","lfc_trt_wt","padj_trt_wt","rescue_pct","rescue_type"
"ENSMUSG00000064351","mt-Co1",1.06238511691537,0.516280110861734,-0.916518624790974,0.686053887104789,0.1458664921244,0.990414753136021,0.862699044064248,"Other"
"ENSMUSG00000064370","mt-Cytb",0.448736372185834,0.868913785904085,-1.35395395288155,0.590481308478222,-0.905217580695721,0.85719141613143,3.01725921232175,"Other"
"ENSMUSG00000064341","mt-Nd1",0.413163493932275,0.885348269583155,-1.38853025075843,0.601094665519649,-0.975366756826159,0.852356330615714,3.36072831010098,"Other"
"ENSMUSG00000064367","mt-Nd5",0.983202685785001,0.611015577286471,-1.90713841974337,0.310724558034073,-0.923935733958372,0.825884789202174,1.93972051471837,"Other"
"ENSMUSG00000064363","mt-Nd4",0.338125073599721,0.916670086094493,-1.49010386017133,0.595114507981255,-1.15197878657161,0.815997999612754,4.40696054956085,"Other"
"ENSMUSG00000064345","mt-Nd2",0.379460168312678,0.895569034770113,-1.76652993626264,0.461653925459578,-1.38706976794996,0.682963233846366,4.65537646314173,"Other"
"ENSMUSG00000066108","Muc5b",2.33862705629218,0.756027665850477,-4.89722601231801,0.543311782364566,-2.55859895602583,0.899146028292706,2.09406027315976,"Other"
"ENSMUSG00000024653","Scgb1a1",-5.9229597185064,0.060525477755252,5.87546064317988,0.122987570114426,-0.0474990753265225,0.996147185080175,0.99198051690642,"Other"
"ENSMUSG00000024768","Lipf",1.04457261834308,0.925997708150786,-6.12524865229056,0.543154625283323,-5.08067603394749,0.725429107891723,5.86388015991319,"Other"
"ENSMUSG00000037742","Eef1a1",-0.322665704425579,0.841791798270381,0.000253632009994119,1,-0.322412072415585,0.953892216935002,0.000786051961876902,"Other"
"ENSMUSG00000022097","Sftpc",0.934138852821696,0.877926498362425,-0.792705726186575,0.937317270489389,0.141433126635122,0.995389220608307,0.848595178106657,"Other"
"ENSMUSG00000064368","mt-Nd6",0.942749497905004,0.573943072395271,-2.19788810551345,0.135560752084302,-1.25513860760844,0.598145511489514,2.33135961397767,"Other"
"ENSMUSG00000021270","Hsp90aa1",-3.38599586565501,0.0413128748192921,-0.331863185983575,0.952736521936504,-3.71785905163859,0.0324884634725615,-0.0980105112796342,"Other"
"ENSMUSG00000031972","Acta1",2.27727552239767,0.0750828315192288,-1.96148346040067,0.2299339399717,0.315792061997003,0.974689173664823,0.861329005256021,"Other"
"ENSMUSG00000029580","Actb",0.570448659484407,0.701545391800401,-0.082537335236781,0.982363633125982,0.487911324247626,0.903604699157465,0.14468845506865,"Other"
"ENSMUSG00000090877","Hspa1b",-10.5761764338015,7.42127224252631e-17,1.59469344615329,0.61543985074727,-8.98148298764817,4.1671979238727e-12,0.150781660662982,"Other"
"ENSMUSG00000015656","Hspa8",-2.14224362196323,3.14054276960118e-07,-0.515427816227987,0.581101542715381,-2.65767143819121,1.65587658043256e-11,-0.240601867567065,"Other"
"ENSMUSG00000074264","Amy1",-2.40708286297642,0.708196751316619,-0.411414968765662,0.97948421173977,-2.81849783174208,0.829339187461473,-0.170918490216384,"Other"
"ENSMUSG00000027556","Car1",3.49888692717269,0.649834503046622,3.63540276484052,0.717579371353649,7.13428969201321,0.370599088195398,-1.03901693324458,"Other"
"ENSMUSG00000034994","Eef2",-0.0886096447215133,0.967551428354828,0.524326995518124,0.839038148082568,0.435717350796611,0.940293921468142,5.91726777785877,"Other"
"ENSMUSG00000023944","Hsp90ab1",-2.14447987711555,7.24123862350462e-07,0.134675454667516,0.938663465779267,-2.00980442244803,6.39974407214577e-06,0.0628009878314467,"Other"
"ENSMUSG00000044041","Krt13",0.962255003590238,0.925997708150786,-1.87902931620811,0.902888463862704,-0.916774312617875,0.986847165176147,1.95273530321726,"Other"
"ENSMUSG00000057003","Myh4",0.576001495582344,0.948105588244565,-1.88257343942551,0.882523400492807,-1.30657194384317,0.967760108565144,3.26834817941264,"Other"
"ENSMUSG00000024661","Fth1",-0.567695393716631,0.734324654626244,0.465881974176141,0.861551541066474,-0.10181341954049,0.993377511499003,0.820654842953842,"Other"
"ENSMUSG00000060126","Tpt1",-0.211378734216137,0.781722033076808,-0.468701000651428,0.537648670651865,-0.680079734867565,0.298418380357135,-2.21735172362314,"Other"
"ENSMUSG00000026879","Gsn",-2.30274797698051,0.0148768694814339,0.65609981598042,0.745775426241639,-1.64664816100009,0.225970282314201,0.284920374500007,"Other"
"ENSMUSG00000069516","Lyz2",-1.29028213000193,0.361118463339045,0.388320776743699,0.904999333586816,-0.901961353258227,0.761908495244952,0.300958036784651,"Other"
"ENSMUSG00000026417","Pigr",0.554774028169966,0.618837482010301,-0.0527884698515044,0.987171052045465,0.501985558318462,0.843867417562889,0.0951531022921852,"Other"
"ENSMUSG00000047517","Dmbt1",-0.813825958385564,0.710073166443357,2.68924971685527,0.116917119006445,1.87542375846971,0.394353399942132,3.3044531071362,"Other"
"ENSMUSG00000049775","Tmsb4x",-0.44471629975828,0.792393949815583,0.0649840614416282,0.987816504842656,-0.379732238316652,0.949462670748085,0.146124757462116,"Other"
"ENSMUSG00000091971","Hspa1a",-11.5712339877623,NA,1.6337082590823,NA,-9.93752572868005,NA,0.141187038548361,"Other"
"ENSMUSG00000069833","Ahnak",-0.728823037172727,0.650683151935242,0.697567891253157,0.747961040439026,-0.0312551459195703,0.995666891081796,0.957115590032917,"Other"
"ENSMUSG00000032083","Apoa1",2.61560863597207,0.485419333690624,-2.28900529535758,0.649953436370151,0.326603340614496,0.990711009396256,0.875132947596684,"Other"
"ENSMUSG00000024140","Epas1",-0.22822055776088,0.842411723768803,-0.038338758441961,0.988442944924,-0.266559316202842,0.937564969341723,-0.167989942790915,"Other"
"ENSMUSG00000069919","Hba-a1",-0.439119637219975,0.837818493151486,-0.183542915268027,0.96524235838098,-0.622662552488003,0.898838627733897,-0.417979292454375,"Other"
"ENSMUSG00000033161","Atp1a1",1.99582434308808,0.0465860585968533,-1.06984813280008,0.518202305413313,0.925976210287999,0.676815803452001,0.536043232714927,"Other"
"ENSMUSG00000020315","Sptbn1",-0.126404344142671,0.935815296300309,0.246287536215928,0.915901321830729,0.119883192073257,0.986894599148422,1.94841038008904,"Other"
"ENSMUSG00000052305","Hbb-bs",-0.61179784819392,0.668210712472687,-0.316485887247131,0.905095779003533,-0.928283735441051,0.646202603259059,-0.517304675362008,"Other"
"ENSMUSG00000069515","Lyz1",-6.51926232170706,0.0670689615176187,4.9861400655699,0.30111004431848,-1.53312225613716,0.931307832940053,0.764831942560073,"Other"
"ENSMUSG00000024028","Tff2",1.07521584737415,0.8815291156099,-3.66937631090791,0.600141242878146,-2.59416046353376,0.850310308328591,3.41268808478699,"Other"
"ENSMUSG00000025428","Atp5a1",0.548354477418637,0.524462819862673,-0.245025315868582,0.889581378813081,0.303329161550054,0.914861846946715,0.446837449056734,"Other"
"ENSMUSG00000005610","Eif4g2",-0.0126570678605504,0.992103546083413,-0.240780331385753,0.902888463862704,-0.253437399246303,0.95182108076051,-19.0233894641758,"Other"
"ENSMUSG00000025393","Atp5b",0.724219542166649,0.519796666383478,-0.323937581717288,0.887273209384281,0.400281960449361,0.912479842939819,0.44729196446172,"Other"
"ENSMUSG00000056370","Sftpb",0.74081190668542,0.939585718820569,0.185139771560265,0.991591119894378,0.925951678245685,0.9855550937531,-0.24991468129694,"Other"
"ENSMUSG00000030695","Aldoa",0.0139565515706336,0.992890436399432,0.867600684077267,0.565477144658977,0.881557235647901,0.641376029615549,-62.1644021222844,"Other"
"ENSMUSG00000023057","Fabp2",3.59042728094084,0.00462027281544538,-2.33591829912653,0.206036128540897,1.25450898181431,0.697634442720981,0.650596187124119,"Other"
"ENSMUSG00000017707","Serinc3",0.269732546107879,0.814119281131254,-0.571572574667023,0.632357077598771,-0.301840028559144,0.925884349888757,2.1190345136861,"Other"
"ENSMUSG00000029657","Hsph1",-6.49834309513429,2.20778936435561e-26,-0.58515479120081,0.743106034741544,-7.0834978863351,9.6262169503308e-32,-0.0900467677120575,"Other"
"ENSMUSG00000067274","Rplp0",-0.977683403623041,0.178570889680109,0.205410972406221,0.913876528009732,-0.77227243121682,0.500407878636305,0.210099682213098,"Other"
"ENSMUSG00000049382","Krt8",0.495116577995769,0.550789655958814,0.115823415013498,0.953952137576987,0.610939993009267,0.623905856162058,-0.233931603507099,"Other"
"ENSMUSG00000001175","Calm1",2.03450715085278,0.000251177248469889,-1.44474617829,0.063234989079859,0.589760972562776,0.697042394004767,0.710120963538724,"Other"
"ENSMUSG00000026701","Prdx6",-1.52108965290193,NA,2.48150533304144,NA,0.96041568013951,NA,1.63139978521794,"Other"
"ENSMUSG00000037071","Scd1",-2.83154948367324,0.0333728350512785,3.2021400964026,0.0370280081639838,0.370590612729356,0.968340485818424,1.13087908753359,"Complete Rescue"
"ENSMUSG00000064373","Selenop",3.21797912025704,0.00875587564896943,-3.29479436447602,0.0272157429454516,-0.0768152442189739,0.994765599866589,1.02387064718209,"Complete Rescue"
"ENSMUSG00000015932","Dstn",0.827599052796176,0.507712589900591,-1.19638229602277,0.375105980689677,-0.368783243226599,0.942729985951573,1.44560616880916,"Other"
"ENSMUSG00000039062","Anpep",2.20689140883001,0.507302409236292,-2.22160220916263,0.602836184637914,-0.0147108003326232,0.998445993651445,1.00666584693463,"Other"
"ENSMUSG00000025130","P4hb",0.868587700337384,0.414975983215596,-1.04571455781366,0.402553031651756,-0.177126857476278,0.982128188462033,1.20392512743097,"Other"
"ENSMUSG00000022108","Itm2b",1.29669842462887,0.0903931508686369,-0.934238096522992,0.392829328218243,0.36246032810588,0.90802833319253,0.72047445942597,"Other"
"ENSMUSG00000007892","Rplp1",-0.794249582908802,0.645007004452802,0.80362352073514,0.721828030348115,0.00937393782633806,0.998044203445056,1.01180225715953,"Other"
"ENSMUSG00000011034","Slc5a1",2.41397515595306,0.223972381528409,-1.77246282690973,0.542021352538635,0.641512329043329,0.951850510801888,0.73425064982077,"Other"
"ENSMUSG00000060802","B2m",1.564566212537,0.0732844361991878,-1.87914426300862,0.0547202519887707,-0.314578050471621,0.951747615384257,1.20106406999645,"Other"
"ENSMUSG00000063229","Ldha",0.536187708709496,0.666809455012088,-0.476061170582107,0.791755478621132,0.0601265381273889,0.993377511499003,0.887862893627117,"Other"
"ENSMUSG00000032399","Rpl4",-0.417318794129066,0.679590334225936,-0.175194482749316,0.93149221720347,-0.592513276878382,0.697042394004767,-0.419809711937232,"Other"
"ENSMUSG00000028081","Rps3a1",-1.11248607256818,0.157883899144351,0.29922362189039,0.874078709425417,-0.813262450677786,0.528944883258283,0.268968420610993,"Other"
"ENSMUSG00000023010","Tmbim6",1.35953210201071,0.0501044270946345,-0.589476426273161,0.634144932725969,0.77005567573755,0.542863834600865,0.433587721394252,"Other"
"ENSMUSG00000062825","Actg1",-0.566572944207717,0.49709909114895,-0.0307023493448277,0.990688445332265,-0.597275293552544,0.649863439175281,-0.0541895790448681,"Other"
"ENSMUSG00000055322","Tns1",-0.813824258316378,0.53592566469965,0.0355607116074287,0.991578952092453,-0.778263546708949,0.743464739085784,0.0436958117726743,"Other"
"ENSMUSG00000030399","Ckm",1.30907028436482,0.61725099518714,-0.597607007170813,0.905160507402839,0.711463277194011,0.944669753949555,0.456512545054661,"Other"
"ENSMUSG00000013643","Lypd8",-1.94029004600546,0.251716404029367,2.1222207446442,0.295318017178248,0.18193069863874,0.989905595999535,1.09376469204348,"Other"
"ENSMUSG00000074272","Ceacam1",-0.13835694952198,0.968206024508214,2.25040622183962,0.367375128750608,2.11204927231765,0.463414824807652,16.2652199951988,"Other"
"ENSMUSG00000043716","Rpl7",-0.276347025829054,0.797927231527481,0.0314292319029193,0.990688445332265,-0.244917793926134,0.948801677023247,0.113731030064934,"Other"
"ENSMUSG00000002944","Cd36",3.90569402600887,1.07506177396939e-05,-3.64730796293279,0.00058009348630937,0.258386063076082,0.979809729449262,0.933843751877277,"Complete Rescue"
"ENSMUSG00000022283","Pabpc1",-0.306170628148079,0.790231852884672,0.0407790272609841,0.988863310492291,-0.265391600887095,0.948801677023247,0.133190526823694,"Other"
"ENSMUSG00000025150","Cbr2",-4.22669737101357,0.209316044928331,4.59049777669754,0.253167995291932,0.363800405683974,0.989851546121443,1.08607202592239,"Other"
"ENSMUSG00000030954","Gp2",2.02951604322291,0.789579862665809,-7.4186353548896,0.261224944079918,-5.38911931166669,0.548095519759315,3.65537162401962,"Other"
"ENSMUSG00000018339","Gpx3",-0.627648261192493,NA,1.11015530386779,NA,0.482507042675299,NA,1.76875389052869,"Other"
"ENSMUSG00000024608","Rps14",-0.339440392658974,0.768235479345919,-0.26569879479621,0.891664482659821,-0.605139187455183,0.710923996672615,-0.782755383691622,"Other"
"ENSMUSG00000022892","App",0.449455803889688,0.794145901788918,-0.976905319738512,0.575802471509738,-0.527449515848824,0.900654287458524,2.17352921307092,"Other"
"ENSMUSG00000073411","H2-D1",1.08218558160735,0.107533719872377,-1.03616803284052,0.21286543858673,0.0460175487668335,0.993377511499003,0.957477211349942,"Other"
"ENSMUSG00000053279","Aldh1a1",2.55886305974553,0.00873472076650951,-0.108537296454211,0.978285705416622,2.45032576329132,0.0238958347218714,0.0424162192036195,"Other"
"ENSMUSG00000007655","Cav1",-0.634405187439424,0.686799408960082,-0.622115472082754,0.77593373876628,-1.25652065952218,0.473439284292316,-0.980627971523572,"Other"
"ENSMUSG00000026208","Des",-1.25707549231216,0.271796262476624,-0.438909679099022,0.858524734415353,-1.69598517141119,0.175351802141189,-0.349151408792266,"Other"
"ENSMUSG00000056492","Adgrf5",-0.973968053514019,0.388414770038753,0.148700601143081,0.962453965909688,-0.825267452370938,0.679150586131806,0.152675029336515,"Other"
"ENSMUSG00000022505","Emp2",-0.613869154395856,0.819930944767032,0.00612471173739325,0.998452086283269,-0.607744442658463,0.946272519377589,0.00997722673233343,"Other"
"ENSMUSG00000038393","Txnip",-0.98292865529593,0.202754518099242,1.26064213243635,0.134502718703131,0.277713477140417,0.940012885511164,1.28253675955434,"Other"
"ENSMUSG00000018593","Sparc",-1.38193330350574,0.203443415587493,-0.153865162473967,0.96354113268868,-1.53579846597971,0.244198011074881,-0.111340512659791,"Other"
"ENSMUSG00000023092","Fhl1",-1.56353602882944,0.126395278548369,-0.387588507270074,0.87783609955791,-1.95112453609951,0.0647872457738391,-0.247892277583297,"Other"
"ENSMUSG00000053964","Lgals4",0.349229345562963,0.738005466076137,0.210093354477562,0.910315302323386,0.559322700040525,0.716216098666717,-0.601591352922786,"Other"
"ENSMUSG00000020372","Rack1",-0.651614120011585,0.509324226365456,0.0896362882167279,0.972178634634539,-0.561977831794857,0.775193701215835,0.137560383459975,"Other"
"ENSMUSG00000015568","Lpl",-1.55753923199397,0.234944628284987,0.0474389107637601,0.991578952092453,-1.51010032123021,0.403155918901533,0.0304576024727342,"Other"
"ENSMUSG00000032294","Pkm",0.896453298338969,0.214434781272322,-0.258454422228773,0.879927567849876,0.637998876110196,0.635182552552465,0.288307737511437,"Other"
"ENSMUSG00000032366","Tpm1",-0.20013614053397,0.892786125099522,-0.437049822910151,0.804262339006044,-0.637185963444121,0.743464739085784,-2.18376262150398,"Other"
"ENSMUSG00000028307","Aldob",2.53476331462725,0.117085069653793,-2.19548100233403,0.296536233488444,0.339282312293225,0.980300373539623,0.86614832622228,"Other"
"ENSMUSG00000026728","Vim",-0.125229285985499,0.948105588244565,-0.908252446602611,0.609988244020066,-1.03348173258811,0.623905856162058,-7.25271600372921,"Other"
"ENSMUSG00000022824","Muc13",0.544322238339076,0.684055087297877,-0.937873709432609,0.518476871229844,-0.393551471093532,0.927332590320058,1.72301192818137,"Other"
"ENSMUSG00000027790","Sis",2.99962447508068,0.439513828252465,-2.57983062912661,0.628463340255833,0.419793845954076,0.989118858000931,0.860051199928025,"Other"
"ENSMUSG00000024610","Cd74",1.92814712294994,0.0383704439488004,-2.28340056106916,0.0278639945086554,-0.355253438119219,0.949462670748085,1.18424602245896,"Complete Rescue"
"ENSMUSG00000031320","Rps4x",-0.59179462793454,0.588218228523181,-0.222659256426697,0.923047239828865,-0.814453884361237,0.589956788270419,-0.376244132536002,"Other"
"ENSMUSG00000004207","Psap",-0.833130988176877,0.313431387522601,1.83109065413095,0.0131849466518969,0.997959665954071,0.324837291167156,2.19784245228699,"Other"
"ENSMUSG00000031447","Lamp1",0.9321099286721,0.20634511199826,-0.25683821186669,0.886552073035084,0.67527171680541,0.611466350472812,0.275544980228444,"Other"
"ENSMUSG00000064213","Defa24",-7.48846178277341,0.0465860585968533,6.46922790341499,0.177913334446116,-1.01923387935842,0.969115677448658,0.863892758095784,"Other"
