"Feature","Comparison","Group","Method","EffectSize","EffectSize_type","Z_statistic","P.unadj","P.adj","Significance"
"Eubacterium_hallii_group","DB_Control - WT_Control","WT_Control","Dunn",0.0249,"r (|Z|/sqrt(N))",-0.0748,0.940335555851395,0.940335555851395,"ns"
"Megasphaera","DB_Control - WT_Control","WT_Control","Dunn",0.0249,"r (|Z|/sqrt(N))",0.0748,0.940335555851395,0.940335555851395,"ns"
"Rubellimicrobium","DB_Control - DB_Treated","DB_Control","Dunn",0.0249,"r (|Z|/sqrt(N))",0.0748,0.940335555851395,0.940335555851395,"ns"
"Cutibacterium","DB_Control - DB_Treated","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Bacillus","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Colidextribacter","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Escherichia-Shigella","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Wolbachia","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Microvirga","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Neisseria","DB_Control - DB_Treated","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Clostridia_vadinBB60_group","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Eubacterium_coprostanoligenes_group","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Eubacterium_coprostanoligenes_group","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Eubacterium_coprostanoligenes_group","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Vicinamibacteraceae","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Mitochondria","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Sphingobium","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Rothia","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Rothia","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Rothia","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Acetobacter","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Catenibacterium","DB_Control - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Megamonas","DB_Control - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Intestinimonas","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Serratia","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Incertae_Sedis","DB_Control - DB_Treated","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Methylobacterium-Methylorubrum","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Micrococcus","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"TK10","DB_Treated - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Campylobacter","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Modestobacter","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Sellimonas","DB_Control - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
