"Feature","Comparison","Group","Method","EffectSize","EffectSize_type","Z_statistic","P.unadj","P.adj","Significance"
"Oscillibacter","DB_Treated - WT_Control","DB_Treated","Dunn",0.0497,"r (|Z|/sqrt(N))",0.1491,0.881497452191014,0.881497452191014,"ns"
"Clostridia_vadinBB60_group","DB_Control - DB_Treated","DB_Control","Dunn",0.0497,"r (|Z|/sqrt(N))",0.1491,0.881497452191014,0.881497452191014,"ns"
"Marvinbryantia","DB_Control - DB_Treated","DB_Treated","Dunn",0.0497,"r (|Z|/sqrt(N))",-0.1491,0.881497452191013,0.881497452191013,"ns"
"Tuzzerella","DB_Control - WT_Control","DB_Control","Dunn",0.0497,"r (|Z|/sqrt(N))",-0.1491,0.881497452191013,0.881497452191013,"ns"
"UCG-010","DB_Control - WT_Control","DB_Control","Dunn",0.0497,"r (|Z|/sqrt(N))",0.1491,0.881497452191014,0.881497452191014,"ns"
"Fusobacterium","DB_Control - WT_Control","WT_Control","Dunn",0.0259,"r (|Z|/sqrt(N))",-0.0778,0.937947456842939,0.937947456842939,"ns"
"Parabacteroides","DB_Treated - WT_Control","WT_Control","Dunn",0.0251,"r (|Z|/sqrt(N))",-0.0752,0.940083747528202,0.940083747528202,"ns"
"UCG-005","DB_Treated - WT_Control","WT_Control","Dunn",0.0249,"r (|Z|/sqrt(N))",0.0748,0.940335555851395,0.940335555851395,"ns"
"Rodentibacter","DB_Control - WT_Control","WT_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Ralstonia","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Brevibacillus","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Raoultella","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Bacteroidetes_vadinHA17","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Smithella","DB_Control - DB_Treated","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Kocuria","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Woeseia","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Nitriliruptoraceae","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"S0134_terrestrial_group","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Halomonas","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Marinobacter","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"SAR202_clade","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"C1-B045","DB_Treated - WT_Control","DB_Treated","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
"Prevotellaceae_Ga6A1_group","DB_Control - WT_Control","DB_Control","Dunn",0,"r (|Z|/sqrt(N))",0,1,1,"ns"
