"","dbN.1.B","dbN.1.F","dbN.1.L","dbN.1.O","dbN.2.B","dbN.2.F","dbN.2.L","dbN.2.O","dbN.3.B","dbN.3.F","dbN.3.L","dbN.3.O","dbS.1.B","dbS.1.F","dbS.1.L","dbS.1.O","dbS.2.B","dbS.2.F","dbS.2.L","dbS.2.O","dbS.3.B","dbS.3.F","dbS.3.L","dbS.3.O","WTN.1.B","WTN.1.F","WTN.1.L","WTN.1.O","WTN.2.B","WTN.2.F","WTN.2.L","WTN.2.O","WTN.3.B","WTN.3.F","WTN.3.L","WTN.3.O","WTS.1.B","WTS.1.F","WTS.1.L","WTS.1.O","WTS.2.B","WTS.2.F","WTS.2.L","WTS.2.O","WTS.3.B","WTS.3.F","WTS.3.L"
"KI89A_clade",0,0,0,0,0,0,0,0,0.000505424893860772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BD2-11_terrestrial_group",0,0,0.000303254936316463,0,0,0,0.000505424893860772,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05
"Leptospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404339915088618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505424893860772
"A21b",0,0,0.000505424893860772,0,0,0,0.00023586495046836,0.000168474964620257,6.7389985848103e-05,0,0.000404339915088618,0,0,0,0.000303254936316463,0,0,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0.00023586495046836,0,0.000404339915088618,0,0,0,0.000336949929240515,0,0.000370644922164566,0,0,0,0,0,0,0,0.000134779971696206,0,0.000303254936316463
"env.OPS_17",0,0,0.000134779971696206,0,0,0,0,0,0,0,0.000505424893860772,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0.00023586495046836,0,0.000404339915088618
"Halieaceae",0,0,0,0,0,0,0,0,0.000505424893860772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0
"WPS-2",0.000134779971696206,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0.000168474964620257,0,0.000336949929240515,0,0,0,0.000505424893860772,0,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0.000168474964620257,0,0,0,0,0,0,0,0,0,0,0,0,0
"Opitutaceae",0,0,0.000505424893860772,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,6.7389985848103e-05,0,3.36949929240515e-05,0,0,0,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAUC26f",0,0,0,0,0,0,0,0,0.000505424893860772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glycomycetaceae",0,0,0.000505424893860772,0,0,0,0.000505424893860772,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subgroup_17",0,0,0.000134779971696206,0,0,0,0.000471729900936721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microscillaceae",0,0,0.000438034908012669,0,0,0,0.000202169957544309,0,0.000471729900936721,0,0.000202169957544309,0,0.000101084978772154,0,0.000303254936316463,0,0,0,0,0,0,0,0.000471729900936721,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0.000101084978772154
"Methanosaetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471729900936721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303254936316463
"F082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471729900936721,0.000101084978772154,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0
"RCP2-54",0,0,0.000303254936316463,0,0,0,0.000471729900936721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellvibrionaceae",0,0,0.000269559943392412,0,0,0,0.000303254936316463,0,0.000438034908012669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0
"Chloroflexaceae",0,0,0.000303254936316463,0,0,0,0.000438034908012669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marine_Group_II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438034908012669,0,0,0
"SM2D12",0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0.000168474964620257,0,0.000438034908012669,0,0,0,0,0,0,0,0,0,0,0,0,0.000168474964620257,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavobacteriaceae",0,0,0,0,0,0,0,0,0.000438034908012669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0
"Absconditabacteriales_(SR1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438034908012669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomarinales",0,0,0.000168474964620257,0,0,0,0.000438034908012669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonadaceae",0,0.000404339915088618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0
"MBNT15",0,0,0,0,0,0,0,0,0.000404339915088618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trueperaceae",0,0,0,0,0,0,0,0,0.000404339915088618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0
"KF-JG30-B3",0,0,0.000336949929240515,0,0,0,0.000404339915088618,0,0.000168474964620257,0,0.000404339915088618,0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7389985848103e-05,0,0.000202169957544309
"Microtrichaceae",0,0,0.000336949929240515,0,6.7389985848103e-05,0,0.000404339915088618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412
"A4b",0,0,0.000101084978772154,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sericytochromatia",0,0,0.00023586495046836,0,0,0.000168474964620257,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7389985848103e-05,0.000370644922164566,0,0,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodomicrobiaceae",0,0,6.7389985848103e-05,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0.000168474964620257,0,0,0,0,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vulgatibacteraceae",0,0,0.000168474964620257,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeromyxobacteraceae",0,0,0.000336949929240515,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,6.7389985848103e-05,0.000101084978772154,6.7389985848103e-05,0,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0
"Acidithiobacillaceae",0,0,0,0,0,0,0,0,0.000370644922164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharimonadales",0,0,0,0,0.000168474964620257,0,0,0,0.000336949929240515,0,0,0,0.000101084978772154,0,3.36949929240515e-05,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latescibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206
"Balneolaceae",0,0,0,0,0,0,0,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herpetosiphonaceae",0,0,0.000202169957544309,0,0,0,0.000336949929240515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168474964620257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermomicrobiaceae",0,0,3.36949929240515e-05,0,0,0,3.36949929240515e-05,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T34",0,0,0,0,0,0,0,0,0,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7389985848103e-05
"Blfdi19",0,0,0.000269559943392412,0,0,0,0.000303254936316463,0,0.000101084978772154,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05,0,6.7389985848103e-05
"Solimonadaceae",0.000134779971696206,0,0,0,0,3.36949929240515e-05,0.000168474964620257,0.000101084978772154,0.00023586495046836,0,0,0,6.7389985848103e-05,0,0.000134779971696206,0,0,0,0,0,0,0,6.7389985848103e-05,0,0,0,0,6.7389985848103e-05,0,0,6.7389985848103e-05,0,0,0,0.000168474964620257,0,6.7389985848103e-05,0,0,0,0,0,0,0,0.000303254936316463,0,0
"Deinococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0.000303254936316463,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latescibacterota",0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7389985848103e-05,0,0.000303254936316463
"Sumerlaeaceae",0,0,3.36949929240515e-05,0,0,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subgroup_21",0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303254936316463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154
"Sulfuricellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharospirillaceae",0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aminicenantales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412
"11-24",0,0,0.000168474964620257,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudohongiellaceae",0,0,0.000269559943392412,0,0,0,0.000202169957544309,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phaselicystidaceae",0,0,0.00023586495046836,0,6.7389985848103e-05,0,0.00023586495046836,0,6.7389985848103e-05,0,0,0,0,0,0,0.000134779971696206,0,0.000269559943392412,0,0,0,0,0.000101084978772154,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coriobacteriales_Incertae_Sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0
"Parcubacteria",0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woesearchaeales",0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Francisellaceae",0,0,0,0,0,0,0,0,0,0,0.000269559943392412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lineage_IIb",0,0,0,0,0,0,0,0,0,0,0.000269559943392412,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154
"Defluviitaleaceae",0,0,0,0,0.000168474964620257,0,0,0,0,0.00023586495046836,0,0,0,0,0.000134779971696206,0,0,0,0,0,6.7389985848103e-05,0,6.7389985848103e-05,0,0,0,0,0,0.000269559943392412,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.36949929240515e-05,0.00023586495046836
"PHOS-HE36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168474964620257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412
"Desulfosarcinaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168474964620257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269559943392412
"Acidobacteriae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023586495046836
"Rhodospirillaceae",0,0,0.000134779971696206,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7389985848103e-05,0,0.000101084978772154
"DS-100",0,0,0.000168474964620257,0,0,0,0.000168474964620257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diplorickettsiaceae",0.000168474964620257,0,0,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023586495046836,0,3.36949929240515e-05,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0.000168474964620257,0,0.000101084978772154
"WX65",0,0,0.000101084978772154,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023586495046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paludibacteraceae",0,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0
"27F-1492R",0,0,3.36949929240515e-05,0,0,0,0.000101084978772154,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0.000168474964620257,0,0,0,6.7389985848103e-05,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0.000202169957544309
"Fodinicurvataceae",0,0,0,0,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0
"Acidiferrobacteraceae",0,0,0.000134779971696206,0,0,0,0,0,0.000202169957544309,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrosopumilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0
"Lineage_IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309
"Desulfatiglandaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309
"Family_III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0
"c5LKS83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134779971696206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309
"BSV26",0,0,0,0,0,0,0,0,0,0,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacteriaceae",0,6.7389985848103e-05,0,0,0.000202169957544309,0,0,0,0,0,0,0,0,6.7389985848103e-05,0,0,3.36949929240515e-05,0,0,0,0,0,0,0,0,0,0.000101084978772154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
