"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name"
28320.6039712616,-6.92256877136735,0.370559218522163,481.572350445772,4.69961898182998e-104,4.57413915501512e-100,"ENSMUSG00000029657","Hsph1"
16438.0280850079,-4.86361053087007,0.293461452567885,464.669933500021,2.16097611393445e-100,1.0516390258462e-96,"ENSMUSG00000028410","Dnaja1"
10772.2266906493,-6.23294024426356,0.382940988250693,390.341730282496,2.73615786205571e-84,8.87700815712942e-81,"ENSMUSG00000005483","Dnajb1"
2935.64764205748,3.39912872084107,0.234251465080524,343.294295269249,4.22302740811244e-74,1.02756814407896e-70,"ENSMUSG00000058126","Tpm3-rs7"
6386.18055839475,-4.43575337511141,0.293635696659627,327.841394829899,9.35914766758219e-71,1.82185168497155e-67,"ENSMUSG00000030847","Bag3"
81709.1978584792,-4.21874244301518,0.311979007069851,300.884905411218,6.40102422719535e-65,1.03835281338821e-61,"ENSMUSG00000021270","Hsp90aa1"
1285.09065392464,0.250391403993774,0.265651933703197,298.622353500025,1.97664264420412e-64,2.74838040800552e-61,"ENSMUSG00000054091","1810037I17Rik"
8931.55488996714,-2.49524142896145,0.193424765782012,293.597016442903,2.41827420689443e-63,2.94213285696294e-60,"ENSMUSG00000000078","Klf6"
12811.4208950533,-4.56242508892141,0.348982334437868,288.307716341711,3.373973315169e-62,3.64876469739332e-59,"ENSMUSG00000025980","Hspd1"
13452.1536030869,-4.06741220104795,0.285207650624951,282.076704691909,7.5244894811352e-61,7.32358561198889e-58,"ENSMUSG00000040152","Thbs1"
51505.7417819348,-3.33530105774376,0.25218406821461,273.87372256909,4.48094043717495e-59,3.69942162177059e-56,"ENSMUSG00000015656","Hspa8"
2007.16362824214,-0.821987773682927,0.172770251305416,273.838137523223,4.56108696817498e-59,3.69942162177059e-56,"ENSMUSG00000029772","Ahcyl2"
595.261317939449,-0.602353989923058,0.299920859185393,273.0205239214,6.85434990578086e-59,5.13179904868962e-56,"ENSMUSG00000067786","Nnat"
233.439167048479,-3.26780823580113,0.35887113642905,271.096712670312,1.7872784530451e-58,1.24254151310628e-55,"ENSMUSG00000112148","Lilrb4a"
1303.67123035647,-2.50301138640353,0.277768259938197,267.397476190265,1.12852104006312e-57,7.32259685528954e-55,"ENSMUSG00000064294","Aox3"
1462.12503087477,0.953220955093769,0.29816850771163,260.78628836256,3.03889220352822e-56,1.84859611355876e-53,"ENSMUSG00000033938","Ndufb7"
604.959060439802,-0.443623253483648,0.257331327524033,252.993985069372,1.47318022462123e-54,8.43439007425789e-52,"ENSMUSG00000025240","Sacm1l"
277.210835760076,5.08879212943063,0.474388692428727,252.843508030795,1.58782768354909e-54,8.58573713554627e-52,"ENSMUSG00000030329","Pianp"
18633.5959742271,-3.68270935273924,0.331361528656089,252.14222882081,2.25157193488332e-54,1.15339734959049e-51,"ENSMUSG00000004951","Hspb1"
516.933485405339,0.426715588421892,0.405753624144007,251.343091023868,3.35221981425879e-54,1.63135777260904e-51,"ENSMUSG00000067847","Romo1"
2680.21815525623,-2.18883478202657,0.233758414195633,247.605955889804,2.15582701952052e-53,9.9917449433301e-51,"ENSMUSG00000026094","Stk17b"
421.688415602072,-3.26525542594414,0.288298152477214,245.360055933821,6.59693401419704e-53,2.91854358000817e-50,"ENSMUSG00000022876","Samsn1"
2421.12824014698,2.19930277000655,0.414684885237085,239.786674794457,1.05837045995591e-51,4.47874768989169e-49,"ENSMUSG00000113061","Gm11361"
2267.18670983022,-3.06999356714165,0.269095375162184,231.316962092867,7.1790860454423e-50,2.91141852001208e-47,"ENSMUSG00000014226","Cacybp"
792.991678546806,-0.302811356879304,0.306989248059856,228.739152732684,2.59072162755994e-49,1.00861974404164e-46,"ENSMUSG00000023089","Ndufa5"
564.241174639268,-2.78184231992334,0.306861492286827,220.58136118092,1.5033016288555e-47,5.62755182832713e-45,"ENSMUSG00000025804","Ccr1"
648.386974294863,-4.53794246747352,0.456246429022643,211.289852694019,1.53254020032532e-45,5.52452361843199e-43,"ENSMUSG00000042265","Trem1"
1508.90198927605,1.416735251937,0.269824634657574,203.987300282519,5.80197388201564e-44,1.97560697346132e-41,"ENSMUSG00000037443","Cep85"
1344.03710419926,-3.78317968696199,0.358981948604511,203.958256966614,5.88642784654047e-44,1.97560697346132e-41,"ENSMUSG00000032487","Ptgs2"
726.794473273614,-1.66767779430577,0.296430113455735,198.395985552196,9.36997294257951e-43,3.03993155500421e-40,"ENSMUSG00000072872","Rybp"
1187.30542745061,1.09558097584142,0.249293118972842,196.309196447128,2.64609626285661e-42,8.30788868593013e-40,"ENSMUSG00000067924","Rtl8b"
4990.26326456633,1.98229004408262,0.23377609552993,193.542547444616,1.04791218163163e-41,3.18729039494394e-39,"ENSMUSG00000029304","Spp1"
344.074274912206,-4.95174963305226,0.450417337675688,192.987160353261,1.38136358940668e-41,4.07418539869552e-39,"ENSMUSG00000090698","Apold1"
717.580027277645,-2.28427640609919,0.270298933266749,189.891144354394,6.44352640690091e-41,1.84455419171666e-38,"ENSMUSG00000039005","Tlr4"
2099.17245205313,-0.686778088083662,0.379174315514268,189.811262664535,6.70469894848344e-41,1.8644809961597e-38,"ENSMUSG00000017778","Cox7c"
2866.55123079527,1.52842165493791,0.243688342215878,189.173720153531,9.20654932171831e-41,2.48909290411901e-38,"ENSMUSG00000004558","Ndrg2"
636.063040850474,-3.58723489211364,0.362633127787397,183.617291329275,1.45967052031006e-39,3.83972247950753e-37,"ENSMUSG00000056749","Nfil3"
