"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name"
284137.805719044,0.840911368726532,0.302655247920974,2.77844634944543,0.00546195322460716,0.0130994181810425,"ENSMUSG00000064351","mt-Co1"
130340.24876873,0.967251602313675,0.451285197404133,2.14332667651735,0.0320868762173135,0.060913119996706,"ENSMUSG00000064370","mt-Cytb"
92472.2643682743,1.31612810702902,0.424815181434326,3.09811928703986,0.00194753020726486,0.00538656195149442,"ENSMUSG00000064341","mt-Nd1"
73337.0757031054,0.136656664729635,0.489788435937214,0.279011619513109,0.780235907650389,0.835060049390943,"ENSMUSG00000064367","mt-Nd5"
71771.6544645854,0.939239772149758,0.654298959495965,1.43549024267637,0.151147446813928,0.228505451978869,"ENSMUSG00000064363","mt-Nd4"
82031.1012774144,0.952292741252169,0.483771424434115,1.96847662584887,0.0490132229533697,0.0879263535318329,"ENSMUSG00000064345","mt-Nd2"
587.421502366581,1.35418849205614,0.476646968698596,2.84107228407121,0.00449621198636714,0.0110704860266409,"ENSMUSG00000066108","Muc5b"
365151.357549428,1.69004635020439,0.741853638639115,2.27813986773008,0.0227182455901261,0.0451258539446321,"ENSMUSG00000024653","Scgb1a1"
13.5536948896437,-3.39038891779134,1.08713810667125,-3.11863681071074,0.00181689769384323,0.00507136944484546,"ENSMUSG00000024768","Lipf"
366.469275192759,1.39491990777299,1.16620663808672,1.19611727649012,0.231650796577558,0.324551202402386,"ENSMUSG00000027485","Bpifb1"
79839.7526751775,-1.14991995001358,0.229249501392366,-5.01601941565608,5.27530001033915e-07,3.4161340652449e-06,"ENSMUSG00000037742","Eef1a1"
223059.445933456,1.0945232184402,0.341111133111728,3.20869978196138,0.00133336638832141,0.00384979384679095,"ENSMUSG00000022097","Sftpc"
33068.2020792055,0.975513096530562,0.441981722419337,2.20713447422839,0.0273046659327557,0.0530345866141511,"ENSMUSG00000064368","mt-Nd6"
81709.1978584792,-4.20337318856386,0.312001822630241,-13.4722712615219,2.27750767621153e-41,1.5833558723262e-38,"ENSMUSG00000021270","Hsp90aa1"
6133.06471467695,11.3777822938365,2.4184847881733,4.70450852098609,NA,NA,"ENSMUSG00000031972","Acta1"
41883.9900631537,0.557616589717222,0.292236208988535,1.90810232464758,0.0563779923265621,0.0990660767854177,"ENSMUSG00000029580","Actb"
84267.9740087505,-11.1201356631811,0.966141982778574,-11.5098358847839,NA,NA,"ENSMUSG00000090877","Hspa1b"
51505.7417819348,-3.40611736634265,0.252219105010512,-13.5045969899889,1.46915492957495e-41,1.099944994581e-38,"ENSMUSG00000015656","Hspa8"
106.268868259687,0.656565085807325,0.64400686043237,1.01950014222911,0.307965585678003,0.406443021764836,"ENSMUSG00000074264","Amy1"
23.7383298778436,-2.17675692067247,1.06048879613836,-2.05259775360085,0.0401116056067628,0.0737589755092807,"ENSMUSG00000027556","Car1"
34950.1330931622,-0.592279858917609,0.195241750178173,-3.03357175592367,0.00241677228835518,0.00650294352797161,"ENSMUSG00000034994","Eef2"
48649.3208197304,-1.81833321445496,0.247775391684446,-7.33863521350297,2.15782844854536e-13,4.78408753751525e-12,"ENSMUSG00000023944","Hsp90ab1"
1280.95914478049,9.35193362490274,2.45887012883144,3.80334590072359,NA,NA,"ENSMUSG00000044041","Krt13"
35745.1485593275,0.250735383052242,0.302444707158792,0.829028834419639,0.407088091230996,0.506026614553165,"ENSMUSG00000024661","Fth1"
28053.9220316756,0.224146361473761,0.24040817994207,0.932357466071963,0.351151818483572,0.450891906240185,"ENSMUSG00000060126","Tpt1"
48220.2143106123,0.0664075147957708,0.228135133895081,0.291088503826472,0.770983632038574,0.827797428641085,"ENSMUSG00000026879","Gsn"
66897.2673871356,-1.95187991110968,0.33121824167496,-5.89303264590466,3.79171459844772e-09,3.72399174436848e-08,"ENSMUSG00000069516","Lyz2"
984.414870640534,8.15346970731056,1.82812302755781,4.46002242978295,NA,NA,"ENSMUSG00000030730","Atp2a1"
1236.77940602275,0.698888457680897,0.30727861635689,2.2744454722133,0.0229392160641146,0.0455183261879771,"ENSMUSG00000026417","Pigr"
50545.8591953722,1.02964692312597,0.303186637831834,3.39608279074977,0.000683576800015283,0.00214759618933142,"ENSMUSG00000049775","Tmsb4x"
54530.4036279321,-11.4388028413706,1.32896057547345,-8.60733045996903,NA,NA,"ENSMUSG00000091971","Hspa1a"
39222.809534491,-0.822721369923415,0.39670673239447,-2.07387801300365,0.0380906415116975,0.0704419938881536,"ENSMUSG00000069833","Ahnak"
4.40483670474175,0.860216726261581,2.01684068564274,0.426516944241157,0.669731203866624,0.74711726348673,"ENSMUSG00000032083","Apoa1"
56643.8173653342,1.14847436143229,0.305960061823488,3.75367410565782,0.000174261395799482,0.000638215934852779,"ENSMUSG00000024140","Epas1"
63612.6005168387,1.92744305412978,0.244690730638754,7.87705790529244,3.35179603683698e-15,1.00378556389336e-13,"ENSMUSG00000069919","Hba-a1"
9626.00506051494,-0.748570008226502,0.30157480849488,-2.48220337753845,0.0130572727335169,0.0279556611340343,"ENSMUSG00000033161","Atp1a1"
45336.8860970241,-0.728141096908762,0.218549262692312,-3.33170237199055,0.000863165158868234,0.00263690724772898,"ENSMUSG00000020315","Sptbn1"
58993.8100610982,1.2571828269947,0.340367369192807,3.69360561788326,0.000221096617152151,0.000788031393758018,"ENSMUSG00000052305","Hbb-bs"
5579.81950280066,-0.737331175725324,0.373683765169087,-1.97314211761834,0.0484793729015105,0.0870572476158699,"ENSMUSG00000069515","Lyz1"
27.4110776038553,2.32096762186776,1.14654810425154,2.02430897863014,0.0429383703829031,0.0783206819596694,"ENSMUSG00000024028","Tff2"
8517.52825121845,0.554172664020082,0.28561584033811,1.94027286219159,0.0523465376223622,0.093023343194897,"ENSMUSG00000025428","Atp5a1"
18491.2097144799,-0.959602628377486,0.200885227404653,-4.77687006045752,1.78044741237832e-06,1.02904362616854e-05,"ENSMUSG00000005610","Eif4g2"
8026.97321139141,0.0316706947308055,0.339674667880004,0.0932383180896898,0.925714233528798,0.94810162632557,"ENSMUSG00000025393","Atp5b"
48392.5865058559,-0.377626502205861,0.266817038484304,-1.41530130291164,0.156980173164079,0.235530757731768,"ENSMUSG00000056370","Sftpb"
9719.79305531022,1.96971112307922,0.367742208722616,5.35622802158386,8.49772564913701e-08,6.48693048965102e-07,"ENSMUSG00000030695","Aldoa"
27645.0224337883,-0.241304338618209,0.149521431140425,-1.61384449558662,0.106561160422517,0.171092011612068,"ENSMUSG00000017707","Serinc3"
28320.6039712616,-7.00238513140189,0.370960378829219,-18.8763693672677,1.78438326155356e-79,8.68370114235042e-76,"ENSMUSG00000029657","Hsph1"
12177.023265817,0.238886418423852,0.244600588655369,0.97663877154618,0.328748017341046,0.428340622862169,"ENSMUSG00000067274","Rplp0"
2894.9052915465,-0.17711957069345,0.244539935388348,-0.724297119045898,0.468883345307291,0.56620863522033,"ENSMUSG00000049382","Krt8"
13436.5677119033,-0.945163145243712,0.218828472739881,-4.31919637060767,1.56598395978012e-05,7.34894979775309e-05,"ENSMUSG00000001175","Calm1"
22485.5652827766,0.920479818420398,0.234165792472442,3.93088934426119,8.46322199099649e-05,0.000334514076699187,"ENSMUSG00000026701","Prdx6"
35729.9085228917,-0.999652166339065,0.306526870348517,-3.26122197770941,0.00110933159807392,0.00327881094565851,"ENSMUSG00000037071","Scd1"
14853.441592105,-2.27568456808294,0.251123938062567,-9.06199777544087,1.28082811976682e-19,8.04277425141318e-18,"ENSMUSG00000064373","Selenop"
9817.95838246126,-0.863816760663021,0.341040701485556,-2.53288465834218,0.0113128170932843,0.0247099750379121,"ENSMUSG00000015932","Dstn"
942.757509539605,-0.145775591549105,0.278397064895444,-0.523624742968657,0.600539568507876,0.687780836623183,"ENSMUSG00000039062","Anpep"
8906.13126841382,-0.337135126054268,0.167857924610976,-2.00845522685691,0.0445949392877453,0.0809629815496409,"ENSMUSG00000025130","P4hb"
22895.8326736802,0.0470624475032801,0.209166679836538,0.224999734852889,0.821979480531508,0.869506171504529,"ENSMUSG00000022108","Itm2b"
