Taxon	WTN.F	dbS.F	dbN.F	WTS.F	dbN.O	dbS.B	dbN.B	WTS.B	WTS.L	WTN.L	WTN.O	WTS.O	dbS.O	dbS.L	WTN.B	dbN.L
k__Bacteria;p__Actinobacteriota;c__Rubrobacteria	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	347.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia	0.0	7.0	0.0	0.0	56.0	100.0	39.0	116.0	122.0	199.0	49.0	2.0	19.0	1168.0	86.0	2849.0
k__Bacteria;p__Actinobacteriota;c__WCHB1-81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadota;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
k__Bacteria;p__Armatimonadota;c__Fimbriimonadia	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia	42999.0	36239.0	39101.0	40290.0	896.0	8371.0	6467.0	17118.0	7922.0	5443.0	3160.0	1590.0	3889.0	2425.0	36764.0	6263.0
k__Bacteria;p__Bacteroidota;c__Ignavibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Bacteroidota;c__Kapabacteria	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Bacteroidota;c__Kryptonia	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Rhodothermia	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	0.0	0.0	1.0	29.0	0.0	76.0
k__Bacteria;p__Bdellovibrionota;c__Oligoflexia	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	16.0	4.0	0.0	0.0	3.0	14.0	1.0	15.0
k__Bacteria;p__Caldisericota;c__Caldisericia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0
k__Bacteria;p__Campilobacterota;c__Campylobacteria	600.0	442.0	180.0	201.0	162.0	3255.0	5292.0	378.0	307.0	261.0	30.0	16.0	54.0	129.0	5350.0	22.0
k__Bacteria;p__Chloroflexi;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0
k__Bacteria;p__Chloroflexi;c__AD3	0.0	0.0	0.0	0.0	0.0	8.0	44.0	0.0	6.0	4.0	0.0	0.0	0.0	10.0	3.0	8.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0.0	0.0	0.0	0.0	0.0	11.0	12.0	0.0	136.0	4.0	5.0	0.0	0.0	17.0	119.0	104.0
k__Bacteria;p__Chloroflexi;c__Chloroflexia	0.0	0.0	0.0	0.0	0.0	6.0	22.0	4.0	0.0	8.0	4.0	0.0	0.0	222.0	1.0	518.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia	0.0	0.0	0.0	0.0	1.0	0.0	77.0	0.0	7.0	5.0	0.0	0.0	0.0	37.0	8.0	92.0
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	0.0	0.0	0.0	0.0	0.0	7.0	6.0	0.0	5.0	14.0	3.0	0.0	0.0	16.0	0.0	71.0
k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	42.0
k__Bacteria;p__Chloroflexi;c__KD4-96	0.0	0.0	0.0	0.0	0.0	8.0	15.0	4.0	20.0	21.0	5.0	0.0	0.0	123.0	13.0	276.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	0.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	6.0	0.0	0.0	10.0	0.0	46.0
k__Bacteria;p__Chloroflexi;c__OLB14	0.0	0.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	34.0	51.0
k__Bacteria;p__Chloroflexi;c__P2-11E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Chloroflexi;c__SHA-26	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__TK10	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	16.0	11.0	0.0	0.0	0.0	45.0	7.0	122.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	4.0	2.0	0.0	10.0	4.0	2.0	71.0	8.0	118.0	534.0	9.0	25.0	2.0	314.0	5.0	444.0
k__Bacteria;p__Cyanobacteria;c__Sericytochromatia	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	13.0
k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	10.0	13.0	3.0	66.0	3.0	3.0	10.0	7.0	34.0	12.0	1.0	2.0	0.0	5.0	15.0	0.0
k__Bacteria;p__Deferribacterota;c__Deferribacteres	1177.0	233.0	171.0	1148.0	18.0	1078.0	1771.0	363.0	482.0	95.0	44.0	5.0	29.0	218.0	433.0	92.0
k__Bacteria;p__Deinococcota;c__Deinococci	0.0	9.0	0.0	0.0	0.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
k__Bacteria;p__Dependentiae;c__Babeliae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Desulfobacterota;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	11.0	3.0	33.0
k__Bacteria;p__Desulfobacterota;c__Desulfobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfobulbia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfomonilia	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	720.0	265.0	316.0	494.0	44.0	547.0	177.0	1370.0	341.0	187.0	45.0	31.0	81.0	82.0	319.0	224.0
k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0
k__Bacteria;p__Desulfobacterota;c__Syntrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	3.0	0.0	0.0	0.0	0.0	153.0	0.0
k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
k__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0
k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0
k__Bacteria;p__Entotheonellaeota;c__Entotheonellia	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	6.0	0.0	0.0	0.0	33.0	0.0	88.0
k__Bacteria;p__Fibrobacterota;c__Fibrobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__BRH-c20a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	9513.0	36029.0	34072.0	6404.0	75226.0	38504.0	32201.0	22579.0	24688.0	14940.0	50959.0	35266.0	64077.0	26591.0	10900.0	9669.0
k__Bacteria;p__Firmicutes;c__Clostridia	30118.0	9042.0	11342.0	29863.0	1215.0	28395.0	26590.0	25378.0	16072.0	9319.0	1857.0	1968.0	2025.0	9563.0	24031.0	15182.0
k__Bacteria;p__Firmicutes;c__Desulfitobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0
k__Bacteria;p__Firmicutes;c__Desulfotomaculia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Limnochordia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	92.0
k__Bacteria;p__Firmicutes;c__Negativicutes	0.0	41.0	58.0	0.0	6.0	101.0	215.0	14.0	85.0	409.0	0.0	0.0	35.0	122.0	9.0	482.0
k__Bacteria;p__Firmicutes;c__Symbiobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	9.0
k__Bacteria;p__Firmicutes;c__Thermoanaerobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia	0.0	19.0	0.0	0.0	3.0	35.0	209.0	5.0	8.0	166.0	0.0	0.0	7.0	11.0	18.0	21.0
k__Bacteria;p__GAL15;c__GAL15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadota;c__AKAU4049	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	24.0
k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	0.0	0.0	0.0	0.0	16.0	59.0	66.0	94.0	122.0	131.0	0.0	0.0	0.0	410.0	32.0	1109.0
k__Bacteria;p__Gemmatimonadota;c__Longimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	5.0	4.0	0.0	0.0	0.0	15.0	0.0	39.0
k__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	101.0
k__Bacteria;p__Latescibacterota;c__Latescibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
k__Bacteria;p__Latescibacterota;c__Latescibacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0
k__Bacteria;p__MBNT15;c__MBNT15	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Methylomirabilota;c__Methylomirabilia	0.0	0.0	0.0	0.0	0.0	1.0	7.0	12.0	10.0	25.0	0.0	0.0	0.0	46.0	7.0	118.0
k__Bacteria;p__Myxococcota;c__Myxococcia	2.0	9.0	0.0	0.0	0.0	12.0	7.0	10.0	11.0	27.0	2.0	0.0	4.0	170.0	8.0	415.0
k__Bacteria;p__Myxococcota;c__Polyangia	0.0	12.0	0.0	0.0	0.0	12.0	51.0	24.0	62.0	43.0	0.0	2.0	4.0	350.0	9.0	941.0
k__Bacteria;p__Myxococcota;c__bacteriap25	0.0	0.0	0.0	0.0	3.0	8.0	16.0	10.0	7.0	22.0	0.0	2.0	0.0	15.0	9.0	28.0
k__Bacteria;p__NB1-j;c__NB1-j	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Nitrospirota;c__Nitrospiria	0.0	10.0	0.0	0.0	7.0	20.0	35.0	33.0	44.0	57.0	0.0	0.0	0.0	128.0	21.0	377.0
k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;__	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Gracilibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Parcubacteria	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Patescibacteria;c__Saccharimonadia	1203.0	434.0	677.0	769.0	13.0	62.0	116.0	41.0	10.0	38.0	42.0	11.0	53.0	10.0	35.0	20.0
k__Bacteria;p__Planctomycetota;c__Phycisphaerae	0.0	0.0	0.0	0.0	0.0	3.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetota;c__Planctomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Proteobacteria;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	86.0	911.0	146.0	252.0	470.0	481.0	1105.0	611.0	1450.0	2247.0	409.0	201.0	520.0	3208.0	469.0	6823.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	938.0	2363.0	1658.0	2868.0	4140.0	1738.0	2976.0	1695.0	11835.0	36614.0	9033.0	6801.0	9273.0	26112.0	2154.0	16058.0
k__Bacteria;p__RCP2-54;c__RCP2-54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
k__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0
k__Bacteria;p__Spirochaetota;c__Leptospirae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
k__Bacteria;p__Spirochaetota;c__Spirochaetia	0.0	0.0	15.0	0.0	0.0	11.0	44.0	0.0	0.0	8.0	0.0	5.0	0.0	2.0	3.0	0.0
k__Bacteria;p__Sumerlaeota;c__Sumerlaeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0
k__Bacteria;p__Synergistota;c__Synergistia	4.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	117.0	3.0	2.0	0.0	1.0	0.0	84.0	0.0
k__Bacteria;p__Thermotogota;c__Thermotogae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	84.0	141.0	24.0	4474.0	11.0	101.0	46.0	475.0	310.0	367.0	5.0	89.0	7.0	282.0	127.0	787.0
k__Bacteria;p__WPS-2;c__WPS-2	5.0	25.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0
k__Bacteria;p__Zixibacteria;c__Zixibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
