"gene_id","gene_name","WTN1_Oral","WTN2_Oral","WTN3_Oral","WTS1_Oral","WTS2_Oral","WTS3_Oral","dbN1_Oral","dbN2_Oral","dbN3_Oral","dbS1_Oral","dbS2_Oral","dbS3_Oral"
"ENSMUSG00000064351","mt-Co1",19.5716316854875,21.125886500423,19.5034963325279,20.3666833693181,18.9634548451694,18.5210284471699,19.3317140727191,19.813249350104,19.3521393837514,20.2354340672165,19.7545541167812,20.1184933567297
"ENSMUSG00000064370","mt-Cytb",17.8044079486371,19.1891508449997,18.1629491639452,19.0708773928844,17.7618597334436,17.3337445411031,17.5121848129433,18.3930339861311,17.9851295684438,18.6396511239487,17.8708012734919,18.6240546625171
"ENSMUSG00000064341","mt-Nd1",17.0972687602057,18.4136594697284,17.7151563993902,18.6710986008381,17.5504510024671,16.7307394053595,17.150035683037,17.9562143470502,17.5030548806456,18.1995252083508,17.2646330231213,18.2294781111206
"ENSMUSG00000064367","mt-Nd5",18.503898852518,18.0653729037354,18.2328740690541,19.0721135568296,15.9692149207152,16.7263037579158,18.1771215174016,17.9842716389417,17.6399246646455,18.4659020366837,19.061464252883,18.4485832722024
"ENSMUSG00000064363","mt-Nd4",16.8263592036837,18.0956329279207,17.6436482139397,18.3380213249326,16.9647572247192,16.4307695210451,16.673613564849,17.5368006398046,17.2522944701758,17.8852785041013,17.0985079493136,17.9139095070139
"ENSMUSG00000064345","mt-Nd2",17.2569110023251,18.2748026938522,17.6935218268878,18.6263424743652,18.4795027681423,16.3247792246162,16.7022979543173,17.5928960010571,17.1705070612954,17.8450291280764,17.3486174919123,17.8963229978932
"ENSMUSG00000066108","Muc5b",18.5265805001702,18.7922272822606,18.7401358241389,16.2153172889939,16.3100121330819,19.7219299005161,15.2457050960296,18.3655472585564,19.5716364050271,18.9210225935039,18.7148116162953,16.7493836257438
"ENSMUSG00000024653","Scgb1a1",6.64904913749398,6.05955026797047,6.46636395896311,5.74684282081997,10.5542878848388,6.3537757163857,5.9343464131301,6.56081571790661,7.16516968556173,6.71046475711595,5.94045983373776,6.1425568661486
"ENSMUSG00000024768","Lipf",16.3108345465132,15.3411564784249,6.77037232920005,15.0404372122452,18.9787641751684,15.8317358778824,16.7226405105975,19.9409516745068,19.6966791937749,12.7000160619633,14.3317650330309,17.3019014223835
"ENSMUSG00000027485","Bpifb1",16.1651521056971,15.3043345416813,9.86915508945034,14.3989411112116,19.3478582195507,15.3902283085516,16.5449488152668,19.8500292949962,19.5406623023167,13.2526838173916,14.0921186487813,17.2880599027719
"ENSMUSG00000037742","Eef1a1",16.0945079283632,16.2659751038378,16.4471943658103,15.9020424046276,16.2781391124631,16.4384792084679,16.409603926713,16.0839902601911,16.5518117084333,16.3074016831232,16.2824220002227,16.2438189438856
"ENSMUSG00000064368","mt-Nd6",16.4999709895981,16.6850366991899,16.7190404523579,17.743913312724,17.1318087872983,15.0095433298623,15.7801649787186,16.4304840375268,16.1473735540173,16.916739741528,16.7985013938328,16.8884379103762
"ENSMUSG00000021270","Hsp90aa1",15.8322464171858,15.3214358392296,16.6235129869384,12.5534924234841,14.4887057023483,12.7156139066601,12.3356913760822,11.7986014793994,13.008420270407,11.7888378944602,12.0872344258882,12.3470630267731
"ENSMUSG00000031972","Acta1",16.3699359289231,17.9987768197531,15.9970483814292,16.9500738819243,17.1907105593599,15.5846991673392,17.0220117874453,17.3082536324869,16.2729161724001,17.2820690691167,16.6492701956585,17.4838148792072
"ENSMUSG00000029580","Actb",13.0596136931075,13.4352340470604,13.3814824950411,12.9672750856123,13.5575005127788,13.4467540327565,13.0559027320337,12.567369155605,13.181522663637,12.7206862586155,12.9952637936222,13.1705133696242
"ENSMUSG00000090877","Hspa1b",13.3207552034533,15.8630870632341,16.1740170375438,10.047538936287,16.1676611088492,10.3619667409233,9.55658391628753,8.99018421595045,9.08997907075622,9.20532695702556,9.41657451055247,9.43613841117298
"ENSMUSG00000015656","Hspa8",15.4364373742368,15.5913498424882,16.1548751155242,14.8357789246944,14.1770108187683,14.2047440358899,14.1176074780137,14.2203357166727,14.2713721874221,14.2588948351243,13.9677622540628,14.4150252939474
"ENSMUSG00000074264","Amy1",14.8030234090725,13.11088513106,16.4339525955111,13.1029986142086,18.2720545938343,13.8056095619297,15.2338170776864,18.5961548709378,18.6392596342217,11.5518740976461,13.2961857293345,16.0982960756554
"ENSMUSG00000027556","Car1",5.74684282081997,6.59273592238635,6.01193313962807,5.74684282081997,9.08989276686688,7.87879077180283,5.74684282081997,5.74684282081997,5.74684282081997,5.74684282081997,5.74684282081997,8.10760353513046
"ENSMUSG00000059668","Krt4",17.0888591209209,16.2948730063554,16.3128067281844,16.3636183478797,17.0239590220982,16.4310845155437,17.4757734697204,15.5326416428097,15.951997666631,16.4601850833596,17.0037604072752,16.6882409215366
"ENSMUSG00000034994","Eef2",15.2973763010887,15.4224084639128,15.1616540079656,14.5362217041356,13.3297631966678,15.3018906500647,15.8243338788015,15.3735678338565,15.3695668968453,15.3359731195607,15.5966410474791,15.2841675793911
"ENSMUSG00000023944","Hsp90ab1",15.0332242617005,15.2208247084782,15.5674121751363,14.3299448284595,14.5695911421028,14.1228764137734,14.4064717382704,14.391588996676,14.3269186111577,14.1545877760106,14.0214393337097,14.3180686704967
"ENSMUSG00000044041","Krt13",16.5947919202075,16.2222182348551,16.2636943663737,16.2254776278862,16.9422434964387,16.3494862192255,17.3012265194283,15.7551242458061,15.8279124195639,16.503853960851,16.7365276284517,16.806083544098
"ENSMUSG00000057003","Myh4",16.3669281783868,17.2736661417414,15.7676572404298,16.9979616493234,14.3579971250948,15.6062311666484,17.2424853657217,16.7517948595153,14.998093638913,16.6909014031894,16.7343887902701,16.4929186488513
"ENSMUSG00000024661","Fth1",13.0937939561532,13.8387849980248,14.0845168309916,13.7514510589425,14.3079070818663,13.782627480159,13.4971479134402,14.417483013789,14.4137760317177,14.568252051556,13.249450791392,14.4286537430486
"ENSMUSG00000060126","Tpt1",14.2560577146225,14.9120492489152,14.901828905196,14.9366861115056,15.4618525141312,14.5694490737582,14.5814104336152,14.7420527158441,14.8251146696997,14.8956171688492,14.2501381344254,14.7007750614938
"ENSMUSG00000026879","Gsn",14.0347489938242,15.0419653795222,14.900071268663,14.4390558664096,15.3055724523256,14.3682911376145,14.375115445671,15.3358871002167,15.2849911567515,14.6046493622825,13.8797405025677,14.9640712110213
"ENSMUSG00000069516","Lyz2",10.0577733281389,11.0912361461942,13.0819168529243,11.5492215116676,11.8736091425677,12.9254095630044,10.4061850851947,12.5325922960302,12.4493031164132,12.0196703755857,10.9904880099238,12.497414780866
"ENSMUSG00000030730","Atp2a1",16.1763305845891,17.4364002170683,15.3860744571084,16.1720121764138,14.6242722531595,14.9811646579794,16.5866631904857,16.4388249950923,15.1710893748769,16.0981036474779,16.1822259580771,16.4983457445524
"ENSMUSG00000026417","Pigr",12.6977286687572,13.3713240236727,13.3828337879318,11.3056393142887,10.4555880016669,14.2677442499385,9.6047388308988,12.5510787635983,13.491289809319,12.2141850757017,12.1051106634742,11.0037557311288
"ENSMUSG00000042459","Bpifa2",12.1092499618043,8.88370683908798,18.5369070630841,10.4499057669908,15.1729361194599,10.8933550832201,14.4147755808169,17.4304674014012,17.5940802670203,10.7402443175447,11.707659410694,15.2422225930364
"ENSMUSG00000047517","Dmbt1",14.099360414379,12.5408365249684,15.6053965033828,12.243264760004,15.236847879603,13.8191510506292,14.1930122307954,16.1562379067086,16.1256867436212,13.5802613018424,14.2104395661269,14.003236639463
"ENSMUSG00000049775","Tmsb4x",11.7437972322651,12.3316698011568,12.9978288733494,12.8861645080585,15.4470209943962,12.8167014904959,11.4788449906299,12.7641451320414,13.0827989856804,12.6417902161272,11.7678207797351,12.6149831630107
"ENSMUSG00000091971","Hspa1a",11.7666345361428,15.3467355227685,15.4147306876319,7.49088193679058,14.1418879776078,8.87881638909285,8.53976387933354,7.89332417557306,8.38586533292999,8.31991949297011,7.75558237923785,8.51492047218985
"ENSMUSG00000069833","Ahnak",14.5326071436357,13.3343001324396,14.1499012084617,14.2669158213197,13.2098384880483,14.1094347707534,15.345928519343,13.8416371847291,13.7744597227947,14.1104477501178,15.2526228459814,14.3702376288016
