"gene_id","gene_name","WTN1_BO","WTN2_BO","WTN3_BO","WTS1_BO","WTS2_BO","WTS3_BO","dbN1_BO","dbN2_BO","dbN3_BO","dbS1_BO","dbS2_BO","dbS3_BO"
"ENSMUSG00000064351","mt-Co1",18.4689847435744,19.8695055771428,19.0841351507466,21.9977995317391,19.2312716910832,20.2101559123144,20.1576428961663,20.5667814525459,20.1895917603939,19.4953694543931,20.2035758302622,16.9833436574181
"ENSMUSG00000064370","mt-Cytb",17.4162832297907,18.7927834864591,17.455948496051,21.968695626916,16.5908240477927,18.8143695770249,18.8961672044531,18.4319015472516,18.0011884663377,17.2250453649126,17.8004257388119,15.6237639888938
"ENSMUSG00000064341","mt-Nd1",17.2112998473237,18.6044563031644,17.0051359402843,22.0290301310684,16.4918090127002,18.3395336731358,18.5057440681284,18.1708093940762,17.8762130663337,16.8277494385118,17.5555870124888,15.2106164296759
"ENSMUSG00000064367","mt-Nd5",15.79466253485,17.7949391638688,16.5388939830938,18.7071915260808,14.9813975573126,17.1871134608567,17.9036507398686,17.9148370897235,17.9749984450242,15.4936772629665,17.0893375334071,13.824519722922
"ENSMUSG00000064363","mt-Nd4",16.1489189858168,17.7485643325334,16.4166994192819,21.914665624296,15.4200748799079,17.6666779262077,17.7934168982161,16.9895355732158,16.9138340290848,15.8164270163454,16.4528855964757,14.5420232497029
"ENSMUSG00000064345","mt-Nd2",16.2537409182728,17.6467961399257,15.9775304973343,20.4623829050309,14.3958326393853,17.3493130898619,17.4982762171879,17.1236611789408,16.9262263173386,15.2215177286863,16.2126629730394,14.2114169199819
"ENSMUSG00000066108","Muc5b",5.35185855636638,4.93348728042928,4.93348728042928,6.13841490519356,5.76204367117528,6.021398414833,5.85382708621688,4.93348728042928,4.93348728042928,4.93348728042928,4.93348728042928,4.93348728042928
"ENSMUSG00000024653","Scgb1a1",6.01852250377785,5.74398202584776,5.48384627341108,6.24634740503715,5.9142790379081,7.15594755726751,4.93348728042928,4.93348728042928,4.93348728042928,4.93348728042928,5.5482099271032,6.21715771615413
"ENSMUSG00000024768","Lipf",5.91392728477866,4.93348728042928,4.93348728042928,4.93348728042928,5.85678735413381,4.93348728042928,5.78755209208248,6.04853276210795,4.93348728042928,4.93348728042928,4.93348728042928,4.93348728042928
"ENSMUSG00000037742","Eef1a1",14.5662083236721,16.0046441391741,16.5974356970208,15.078903598719,15.0782877674819,14.5011583653637,15.7721464750442,15.6018233089141,15.4767149917742,16.1539406367897,15.8412260301612,14.2655237920651
"ENSMUSG00000022097","Sftpc",5.99350121058121,4.93348728042928,5.70723376134847,6.97696320160402,5.7949227985787,7.08993335775957,5.63414945415653,4.93348728042928,6.55351448737023,4.93348728042928,6.28783491028627,4.93348728042928
"ENSMUSG00000064368","mt-Nd6",15.9959903764098,16.7804730075801,14.9656629392165,17.772494512017,13.7209925288941,16.5859875774807,17.1254735254462,17.1307705338515,16.8342920250956,14.554179178188,15.530819045569,14.0236633259952
"ENSMUSG00000021270","Hsp90aa1",16.579048502316,16.3061989178596,16.9596054625844,18.1638183929148,12.0204629735992,12.5381168662823,12.2648617769997,13.1410794316511,13.9216513389961,11.8209194512238,12.9875927513165,13.5159982717642
"ENSMUSG00000031972","Acta1",6.73756571080142,7.07744696804042,6.01536330014544,8.54997933649743,6.3857091333746,8.46335974720731,8.52804148494581,8.49652609267857,7.52603282893848,6.76208454200677,6.87704423118327,6.94899595132632
"ENSMUSG00000029580","Actb",16.3452698765967,15.5610036702075,14.3379600150265,16.2918487796039,15.8564450381173,15.8210323683088,15.4879831022421,16.3287647770452,16.5778244882549,15.0711411639381,15.4907401595069,17.0216599855522
"ENSMUSG00000090877","Hspa1b",16.5017744921534,15.6694481381187,15.5404423140586,14.32584670253,10.0055290993811,8.87338578994228,6.78861890445871,5.20250667509985,6.91017422429574,7.44523793802334,8.00122259332705,6.86325488580629
"ENSMUSG00000015656","Hspa8",15.480833369998,16.068702811952,16.4553292737495,13.9756000222843,14.3232626415065,14.4517152639867,13.9684014045973,13.8479719869936,13.9339555730776,13.6333755154151,13.4207853496411,13.1130239697394
"ENSMUSG00000074264","Amy1",6.64521434252286,4.93348728042928,5.14258399324224,4.93348728042928,5.47255724320701,6.07740834194366,5.71498303271584,4.93348728042928,4.93348728042928,5.42568886325258,4.93348728042928,5.40781796858362
"ENSMUSG00000027556","Car1",4.93348728042928,4.93348728042928,12.1308837380792,9.44427789669244,18.3926364772347,4.93348728042928,10.3684362351005,11.858689112229,15.4628567990532,18.4221123000757,17.6852362096026,15.8663799405401
"ENSMUSG00000034994","Eef2",12.541207366276,13.9611406068002,15.2220622119594,13.525417289032,14.3693023252176,13.4508203149685,14.3836785839939,14.1995937721388,13.9986273321322,15.0920313075451,15.2482617162793,12.8569761873355
"ENSMUSG00000023944","Hsp90ab1",15.8714040650273,15.2810981133472,15.8455518215355,13.4276764052765,13.8145535722992,13.2084534127469,13.8469049237799,13.1673871396489,13.5614274503013,13.5593357692559,13.9900389861869,13.4496371777967
"ENSMUSG00000044041","Krt13",4.93348728042928,4.93348728042928,5.7839999256972,4.93348728042928,5.76204367117528,5.99206805635574,4.93348728042928,4.93348728042928,6.1074981845903,4.93348728042928,4.93348728042928,5.55888944141833
"ENSMUSG00000057003","Myh4",5.88568594572714,5.46062923033698,4.93348728042928,4.93348728042928,5.56986862283578,5.79153771629672,6.23597066705934,4.93348728042928,4.93348728042928,4.93348728042928,5.62904592048498,4.93348728042928
"ENSMUSG00000024661","Fth1",14.1822599701487,15.7980457363841,13.5738580001047,14.4334301275823,16.186905207543,15.4717627612098,14.7588792238026,14.0959448828005,13.7766938982061,15.5447145106284,14.1850647778729,13.9073630373853
"ENSMUSG00000060126","Tpt1",14.5333107794047,14.8194264561277,14.5555645355567,14.1347651319593,14.3823077435879,14.1368927773641,14.4063207327807,14.4889255487071,14.3966553440498,14.2478031100802,13.5555074257476,14.0056504754394
"ENSMUSG00000026879","Gsn",11.0776022660662,10.6893721498949,12.5409753564709,11.7365307379932,10.7202107112627,9.87736775538971,10.0584480698885,8.76176584756752,9.28062621116249,10.3380970602425,9.4434464853979,10.2909302180317
"ENSMUSG00000069516","Lyz2",9.36083791177145,10.6229675946935,10.1400196482248,10.1545790783324,10.1605847053563,9.20163632436112,8.07130597124559,10.0261440293533,7.350605373546,9.50606644573468,8.50261056357934,9.62854460269574
"ENSMUSG00000026417","Pigr",15.1727978753576,15.6926259960415,15.8681401904032,16.1149271442418,14.7191616158334,15.8156504783727,15.6338076906044,16.496512496664,16.2236594075993,15.2929786548242,16.1818417258064,16.5723930971666
"ENSMUSG00000047517","Dmbt1",13.4301839891712,15.0223681852439,14.5895262698396,11.7705042228165,16.0863875162025,12.5814015448961,13.9787017686292,12.9861830634044,13.8781416499187,16.319576621173,17.0838243539462,14.9601282183811
"ENSMUSG00000049775","Tmsb4x",14.7235279357415,14.08774746289,11.7680065171492,14.6225177202172,14.5345924921292,14.6880917345998,13.4451316355954,13.6937339569312,13.4090124051946,13.7124725899937,12.2946003079346,14.1713202450744
"ENSMUSG00000091971","Hspa1a",15.5591426536829,15.2298868546239,15.1639904782785,12.6686537349516,8.58873888167945,7.60710446421772,6.51283039137322,4.93348728042928,4.93348728042928,6.74116882892745,6.50934173850098,6.3277213464201
"ENSMUSG00000069833","Ahnak",11.7195855864786,11.5936090900814,13.992716584534,11.4709721699466,12.6894332318837,11.9312641261875,11.5990180001654,11.758853675999,12.8219849353868,13.1549560832915,13.2125211795741,11.8408252208697
"ENSMUSG00000032083","Apoa1",15.2126068673777,15.0574895195491,6.59165851581368,16.4868014761845,6.36838280031408,17.2309573864239,17.1173293289864,17.506204284483,16.7869437492304,14.4654853876592,13.8979081206599,15.6822059001887
"ENSMUSG00000024140","Epas1",9.68999373869219,10.6979994119285,10.7239128672478,10.9743484062537,10.7802400603495,10.2176239829949,10.3674326062883,9.92530185173093,10.3446250646419,9.98903752992747,10.288205200136,10.2735428408159
"ENSMUSG00000069919","Hba-a1",8.44409324396035,8.6659445408521,8.68832285675307,9.80684103708471,7.04134506214411,7.95783668629087,7.49915130938965,8.9358176830695,7.86277676700377,7.96931005413989,7.70541615751649,8.47902304525326
"ENSMUSG00000033161","Atp1a1",14.3393436084063,14.0190011674191,14.5521316968432,12.5681501348754,14.0226786589203,15.2636518720291,15.9846360026446,16.3345991782059,16.5607946667307,15.5845697718638,15.6882996738203,13.8201211805484
"ENSMUSG00000020315","Sptbn1",12.2717883026874,12.0342791669501,12.7392023396056,12.2230882052295,12.3382884552069,12.163823981496,11.7945499773301,12.2168428393626,12.6301453980119,12.5992767913162,13.1474828117123,11.012878350165
"ENSMUSG00000052305","Hbb-bs",8.23076866692175,8.89173844481067,8.95188761724866,8.42186129922892,7.73459853573719,7.90311952968393,7.64902020193906,8.97007161247639,7.54091308233608,8.17943484725344,7.29034272027967,8.2271372683786
