"gene_id","gene_name","WTN1_Lung","WTN2_Lung","WTN3_Lung","WTS1_Lung","WTS2_Lung","WTS3_Lung","dbN1_Lung","dbN2_Lung","dbN3_Lung","dbS1_Lung","dbS2_Lung","dbS3_Lung"
"ENSMUSG00000064351","mt-Co1",18.0618029905499,18.0965652368132,18.1152606945478,17.1802037438338,17.2876682969813,17.7214090057133,19.4858330702148,18.610003243389,18.4827112358054,17.8331123053905,17.5673860090285,16.8664290201738
"ENSMUSG00000064370","mt-Cytb",16.8444850303426,17.2992313564285,16.9544162174347,15.4290183924254,16.009512089263,15.8870264225267,18.5521684490656,17.6953119379611,17.587230886865,16.6681563731956,16.1736358118323,14.0109053283529
"ENSMUSG00000064341","mt-Nd1",16.3484162962674,16.4176010856688,16.2886892478616,14.6619509919606,15.359203477365,15.0404064784438,18.1945112094292,17.3843314548146,17.2301944925949,16.0414547373413,15.6731033038147,13.6812175529233
"ENSMUSG00000064367","mt-Nd5",16.6147895636591,16.2392027109222,16.64044346634,16.0895632307985,15.4244526043523,16.0753751164988,17.0189456928873,16.4440917163446,16.3869563860904,16.0554780548862,15.101981695955,12.8008361098898
"ENSMUSG00000064363","mt-Nd4",16.1301933921087,16.3660556646047,16.1516224533507,14.4224998822175,15.2606255295228,14.9808539564366,17.5171281902784,17.0383298638249,16.8331710140407,15.7242857566113,15.3250494421181,12.3596492197219
"ENSMUSG00000064345","mt-Nd2",16.193719276205,16.8157929005257,16.1615549907063,14.4993022430488,15.138340533457,15.1278632807782,17.851915317857,17.1229038309358,16.9951305012558,15.9804678232298,15.4171568690633,12.9738165663376
"ENSMUSG00000066108","Muc5b",8.93070680267602,8.73434362780936,9.17779828518694,8.03220115417856,8.30594513416941,9.13560153917307,10.2375177987807,10.8342100682839,9.07134771517487,8.96029225798262,9.5148773052416,7.97816038514978
"ENSMUSG00000024653","Scgb1a1",17.3315205910176,18.9434080253956,16.8960470125139,14.8405490255043,17.1777838668917,15.6236486336854,19.3663675926223,20.0490492579003,19.5937996468662,18.3619594419509,18.3863592321,17.0086618222091
"ENSMUSG00000024768","Lipf",6.05409657750152,5.87007879227252,5.60475792054703,6.28997892033443,5.878502350154,5.73421987151993,4.77358556463016,5.17600026792163,5.19468910177992,5.88685322645681,5.91633544532564,5.69448916690777
"ENSMUSG00000027485","Bpifb1",8.13417441833434,8.19223542514238,9.41144187352906,5.02115551254188,6.47881271079797,7.21317294569848,10.3068599796857,10.4625903006923,8.52025326994088,7.44687222348805,7.50499059555988,5.95843877079815
"ENSMUSG00000037742","Eef1a1",16.5149265064355,16.6191258628187,16.4099097335151,16.1193553266931,16.384052348341,16.4710400715953,15.7945079200994,14.9558737017817,15.2242337450009,16.5228003609779,16.7879842996111,16.5446044432529
"ENSMUSG00000022097","Sftpc",17.6091818433159,17.41237007096,17.0969669847078,16.0364625796011,17.5740556024411,16.4551204747373,17.9846148677788,18.7883320982765,18.5601520810301,17.8044163813376,17.73087789715,18.0187043590773
"ENSMUSG00000064368","mt-Nd6",14.9289315656355,15.3820472668868,15.0067280287721,13.3855121683853,13.7675433308242,13.5360941334339,16.9574829657927,15.435349539413,15.225250627768,14.5042060707181,13.8554572973286,12.5958032660689
"ENSMUSG00000021270","Hsp90aa1",18.4064614835469,17.4151189437403,18.2137732706396,14.2199665163011,14.060554704976,14.8348380367669,13.63962364021,13.9840383370916,13.9692522062064,13.5478816112387,13.5269907792892,14.340815490654
"ENSMUSG00000031972","Acta1",5.71431849131209,4.77358556463016,5.83726976155236,5.02115551254188,4.77358556463016,4.77358556463016,5.85827624121792,6.19834182895347,16.1663066429274,6.14232318327825,5.4609388650961,5.13997192523027
"ENSMUSG00000029580","Actb",15.564694093105,14.7845944835888,15.3724834837681,15.1806206593159,15.0013924386906,15.2339551766248,15.0885238363302,16.1235539081246,16.0742030112692,14.7860981965069,14.9159136087708,15.3331922301885
"ENSMUSG00000090877","Hspa1b",18.184335036252,18.3000667168455,18.1881001888469,10.6894277725316,10.9241213478211,16.4274414224479,7.53689034242936,7.34476841126322,7.75963246433007,6.38156982415096,6.55033227522196,6.42460265165195
"ENSMUSG00000015656","Hspa8",17.5247811527215,16.5287788210164,17.327802343659,14.5875380723792,15.0231169661306,14.6828586545367,13.9571662389796,13.6783473917646,13.7057011180279,13.7105761980721,13.9290337036822,13.9194874242435
"ENSMUSG00000074264","Amy1",6.10983224611514,7.33413193052736,8.35868194728954,5.58495477731503,6.25337187107171,6.03456148506793,8.2189342615866,8.10193332462614,7.86657939670069,6.44611464484769,6.38770528071981,6.89943499345221
"ENSMUSG00000027556","Car1",5.71431849131209,7.58264325797798,6.04918786004614,5.54809698764892,5.49029871166481,4.77358556463016,6.052918548076,5.26565161707575,5.74614958400788,5.64420304445601,6.09016129419482,5.98362266522828
"ENSMUSG00000034994","Eef2",15.0793182904115,14.6532096405066,15.0723321001038,15.4384666911632,15.2319524939317,15.6707174748266,14.3196151807867,14.2485023241021,14.4925532245468,15.221558339509,15.435840753284,15.4470888315769
"ENSMUSG00000023944","Hsp90ab1",17.0103896949943,16.1767497507771,16.863871608138,14.5462141600966,14.7942880524079,14.8674819722369,15.0818547943861,14.7731057749661,14.8579510731119,14.5519043416131,14.6272453848185,15.1011895161704
"ENSMUSG00000044041","Krt13",5.27114776580119,5.97604527490988,4.77358556463016,5.65360073640261,4.77358556463016,4.77358556463016,6.12129251039829,5.52050760081414,13.9006168766691,6.18266891085241,5.80078731073208,6.05556707839167
"ENSMUSG00000024661","Fth1",15.1910799998223,14.8943894762644,15.2435653782448,13.5478022717206,14.9029421212363,13.941566747188,15.5880200831558,15.2615402751649,15.2263992849977,15.2772943338612,15.435340542737,15.7126286563377
"ENSMUSG00000060126","Tpt1",14.8829185379453,15.3109241179993,14.559396330592,13.5516879035061,14.2834148345155,13.8619334468286,15.158959807825,15.1290629076714,15.2336236593158,14.6409325920075,14.889090191602,14.8047474972232
"ENSMUSG00000026879","Gsn",15.431623954158,15.8623143688823,15.339920710055,15.2153295416259,15.6871084913793,15.669565975056,15.7440379075969,15.5283520449201,15.6076742511636,15.5738877180064,15.723814152049,15.1424525347762
"ENSMUSG00000069516","Lyz2",16.5890064480105,16.9233106053596,16.2121101683454,15.4133548664472,16.4876784302474,15.8597661106914,13.8662961034841,15.023215412145,14.8295091344045,16.2562403319859,16.4618829264638,15.9602351582284
"ENSMUSG00000030730","Atp2a1",5.34718701463195,6.21380553632588,5.50880864547764,5.65360073640261,5.36075472651307,5.156254022236,6.21623833936745,5.66221761651804,13.519297005229,6.01108042207625,5.41079479595003,5.03300697068216
"ENSMUSG00000026417","Pigr",9.96774141994359,10.1087731204052,10.0397243326412,9.83445543723377,9.92579506397063,9.56663471251633,10.0387534415213,11.2510640997432,10.5841521871471,10.2274193461032,10.5033973703137,10.9753252322336
"ENSMUSG00000049775","Tmsb4x",15.3122292119796,15.9282796377018,14.9920667438239,13.8823666221606,14.8564490490679,14.2867978797402,16.5966263019039,16.42848036925,16.4483350327278,15.1356350604946,15.1588383346439,15.8117566206914
"ENSMUSG00000091971","Hspa1a",17.4413180297411,17.8304198086073,17.4646238756715,9.48494386833753,9.40585592526953,15.8964425514859,7.42526191731725,6.31421338183167,6.71541427715699,6.70011975431371,6.95042475589301,6.283806284258
"ENSMUSG00000069833","Ahnak",15.5145033362636,14.5150838674636,15.4962360834583,16.5896997483813,15.18145393292,16.0240617179517,14.0722434821171,14.6376482240215,14.5011936500741,15.292813684185,14.9695323741329,13.8068737104498
"ENSMUSG00000032083","Apoa1",4.77358556463016,5.70642238051918,5.05404879975561,4.77358556463016,4.77358556463016,4.77358556463016,5.48318399983891,5.70417694399074,5.36703928882352,5.21381972608569,4.77358556463016,5.79142836624198
"ENSMUSG00000024140","Epas1",15.0954760373382,14.9022759289294,14.9128541071184,16.4688659461765,15.8421849984339,16.2193432050567,15.6025799697965,16.4447674065882,16.1891448353923,15.9424966188668,15.7185516984172,14.7517528743041
"ENSMUSG00000069919","Hba-a1",15.1535951896188,15.4581618993568,15.1922625325964,14.2530367396143,15.1996193367611,14.6223060296137,17.3760731156077,17.00640060953,17.1952654009942,15.007829629047,15.1721441579147,15.324394741072
"ENSMUSG00000033161","Atp1a1",13.6168380617346,12.8395922824417,13.4891636401316,13.6859988785751,13.7033277012541,13.4885352397393,13.2423564621828,12.1985643561064,12.090500033758,13.1779536611839,13.2477671709678,13.1386524717684
"ENSMUSG00000020315","Sptbn1",15.5004258069956,15.4452030776154,15.359446797873,16.3021412143654,15.526497047387,16.3104696147133,14.7314702164298,14.788583935142,14.6012375225317,15.4223341616868,15.2556469154619,15.2520468917601
